path_name,adj_p_val,overlapping_genes,-log10_pval,method,path_name_clean,n_sensors
cellular response to oxygen-containing compound (GO:1901701),8.186448223713917e-07,"['H2AZ1', 'JUN', 'CXCL8', 'IGFBP5', 'GSTP1', 'MMP3', 'SERPINE1', 'WNT5A', 'HMGB2', 'TNFAIP3', 'CXCL1', 'CXCL3', 'CXCL2', 'ACTB', 'RRAGA', 'IL1B', 'CCL2', 'VIM']",6.086904480585389,raw,Cellular response to oxygen-containing compound ,18
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),1.1855137839988279e-06,"['GPX1', 'IL1B', 'GSTP1', 'SERPINE1', 'PEA15', 'TNFAIP3', 'HMOX1', 'THBS1', 'HSPA1B', 'HSPA1A']",5.926093392103484,raw,Negative regulation of extrinsic apoptotic signaling pathway ,10
negative regulation of programmed cell death (GO:0043069),1.5746411214662022e-06,"['HSPA5', 'CITED2', 'GSTP1', 'WNT5A', 'ANXA5', 'HSPB1', 'MIF', 'THBS1', 'DKK1', 'NFKBIA', 'GREM1', 'UBB', 'TCIM', 'ARHGDIA', 'UBC', 'FLNA', 'HSPA1B', 'TPT1', 'HSPA1A']",5.80281841122458,raw,Negative regulation of programmed cell death ,19
collagen fibril organization (GO:0030199),2.935327851745804e-06,"['GREM1', 'COL1A1', 'COL3A1', 'CD151', 'COL1A2', 'LUM', 'SERPINH1', 'COL6A3', 'P4HB', 'PPIB']",5.532343384620039,raw,Collagen fibril organization ,10
response to unfolded protein (GO:0006986),3.7135542396479125e-06,"['HSPA8', 'HSP90AB1', 'HSPA5', 'DDIT3', 'SERPINH1', 'HSPB1', 'HSPA1B', 'HSPA1A']",5.430210228458291,raw,Response to unfolded protein ,8
PERK-mediated unfolded protein response (GO:0036499),5.302282452700419e-06,"['CXCL8', 'HSPA5', 'DDIT3', 'CCL2', 'ATF4']",5.275537141110304,raw,Perk-mediated unfolded protein response ,5
negative regulation of cell population proliferation (GO:0008285),6.400530498539972e-06,"['CDKN1A', 'IFITM1', 'CXCL8', 'IGFBP5', 'IGFBP3', 'GSTP1', 'WNT5A', 'HMGA1', 'TNFAIP3', 'CXCL1', 'GREM1', 'FTH1', 'IL1B', 'HMOX1', 'B2M', 'HSPA1B', 'SOX4', 'HSPA1A']",5.1937840286660455,raw,Negative regulation of cell population proliferation ,18
platelet aggregation (GO:0070527),6.45582986765646e-06,"['FN1', 'HSPB1', 'FLNA', 'MYL9', 'ACTB', 'MYL12A', 'ACTG1']",5.190047923222723,raw,Platelet aggregation ,7
negative regulation of cellular process (GO:0048523),6.45582986765646e-06,"['CDKN1A', 'IFITM1', 'CXCL8', 'DUSP1', 'IGFBP3', 'HMGA1', 'CXCL1', 'MIF', 'ENO1', 'RHOB', 'GJA1', 'CCDC85B', 'FTH1', 'ARHGDIA', 'IL1B', 'RACK1', 'TXNIP', 'CCN2', 'CCN1', 'HSPA1B', 'SOX4', 'HSPA1A']",5.190047923222723,raw,Negative regulation of cellular process ,22
response to lipopolysaccharide (GO:0032496),7.27060920746614e-06,"['CXCL8', 'IL1B', 'GSTP1', 'SERPINE1', 'WNT5A', 'HMGB2', 'TNFAIP3', 'CCL2', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2']",5.138429197895278,raw,Response to lipopolysaccharide ,12
neutrophil degranulation (GO:0043312),8.236530091526e-06,"['HSPA8', 'CD63', 'HSP90AB1', 'TUBB', 'GSTP1', 'HLA-C', 'CXCL1', 'MIF', 'TUBB4B', 'EEF2', 'SRP14', 'PRDX6', 'PKM', 'PLAU', 'FTH1', 'B2M', 'HSPA1B', 'FTL', 'HSPA1A', 'CTSB']",5.084255710570726,raw,Neutrophil degranulation ,20
neutrophil activation involved in immune response (GO:0002283),9.009342313454835e-06,"['HSPA8', 'CD63', 'HSP90AB1', 'TUBB', 'GSTP1', 'HLA-C', 'CXCL1', 'MIF', 'TUBB4B', 'EEF2', 'SRP14', 'PRDX6', 'PKM', 'PLAU', 'FTH1', 'B2M', 'HSPA1B', 'FTL', 'HSPA1A', 'CTSB']",5.045306911580614,raw,Neutrophil activation involved in immune response ,20
neutrophil mediated immunity (GO:0002446),9.538834048655123e-06,"['HSPA8', 'CD63', 'HSP90AB1', 'TUBB', 'GSTP1', 'HLA-C', 'CXCL1', 'MIF', 'TUBB4B', 'EEF2', 'SRP14', 'PRDX6', 'PKM', 'PLAU', 'FTH1', 'B2M', 'HSPA1B', 'FTL', 'HSPA1A', 'CTSB']",5.020504706761427,raw,Neutrophil mediated immunity ,20
regulation of translation (GO:0006417),2.08897277521603e-05,"['RBM3', 'IGFBP5', 'RACK1', 'HSPB1', 'CALR', 'VIM', 'EEF2', 'GAPDH', 'THBS1', 'SOX4', 'EIF4G2', 'EIF1']",4.680067219976846,raw,Regulation of translation ,12
homotypic cell-cell adhesion (GO:0034109),2.08897277521603e-05,"['FN1', 'HSPB1', 'FLNA', 'MYL9', 'ACTB', 'MYL12A', 'ACTG1']",4.680067219976846,raw,Homotypic cell-cell adhesion ,7
integrated stress response signaling (GO:0140467),2.1004785604707787e-05,"['CXCL8', 'HSPA5', 'DDIT3', 'CCL2', 'ATF4']",4.677681746935679,raw,Integrated stress response signaling ,5
extracellular structure organization (GO:0043062),2.1841159861461172e-05,"['SPARC', 'MMP1', 'LUM', 'MMP3', 'SERPINE1', 'FN1', 'BGN', 'THBS1', 'COL1A1', 'MMP14', 'COL3A1', 'COL1A2', 'COL6A3']",4.660724302411567,raw,Extracellular structure organization ,13
external encapsulating structure organization (GO:0045229),2.223716163240529e-05,"['SPARC', 'MMP1', 'LUM', 'MMP3', 'SERPINE1', 'FN1', 'BGN', 'THBS1', 'COL1A1', 'MMP14', 'COL3A1', 'COL1A2', 'COL6A3']",4.652920647218182,raw,External encapsulating structure organization ,13
cellular response to lipid (GO:0071396),2.3881623645043533e-05,"['H2AZ1', 'CXCL8', 'GSTP1', 'SERPINE1', 'WNT5A', 'HMGB2', 'TNFAIP3', 'CXCL1', 'CXCL3', 'CXCL2', 'IL1B', 'CCL2', 'VIM']",4.621936150067284,raw,Cellular response to lipid ,13
regulation of fibroblast proliferation (GO:0048145),2.4061738960103966e-05,"['CDKN1A', 'GSTP1', 'FTH1', 'WNT5A', 'FN1', 'S100A6', 'MIF']",4.618672989070714,raw,Regulation of fibroblast proliferation ,7
positive regulation of cell motility (GO:2000147),2.484533085976347e-05,"['CEMIP', 'CD151', 'HSPA5', 'CAVIN1', 'CAV1', 'THBS1', 'ACTG1', 'COL1A1', 'MMP14', 'PLAU', 'IL1B', 'RACK1', 'CCN1']",4.6047552154765965,raw,Positive regulation of cell motility ,13
platelet degranulation (GO:0002576),3.331516366985798e-05,"['CD63', 'SPARC', 'TMSB4X', 'SERPINE1', 'ANXA5', 'FN1', 'FLNA', 'TAGLN2', 'TIMP1', 'THBS1']",4.47735804880012,raw,Platelet degranulation ,10
negative regulation of signal transduction (GO:0009968),3.331516366985798e-05,"['CXCL8', 'IGFBP5', 'IGFBP3', 'TNFAIP3', 'THBS1', 'DKK1', 'RGS2', 'MMP14', 'TCIM', 'IL1B', 'DDIT4', 'RACK1', 'CALR', 'CHAC1']",4.47735804880012,raw,Negative regulation of signal transduction ,14
positive regulation of cell migration (GO:0030335),3.5398597957212074e-05,"['CEMIP', 'CD151', 'HSPA5', 'CAV1', 'FN1', 'THBS1', 'ACTG1', 'COL1A1', 'MMP14', 'PLAU', 'IL1B', 'RACK1', 'CCN1', 'PFN1']",4.451013938864168,raw,Positive regulation of cell migration ,14
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-independent (GO:0002480)",3.9387082875426574e-05,"['HLA-C', 'HLA-A', 'B2M', 'HLA-E']",4.404646183141581,raw,"Antigen processing and presentation of exogenous peptide antigen via mhc class i, tap-independent ",4
cellular response to heat (GO:0034605),8.057059718161688e-05,"['HSP90AB1', 'TCIM', 'HMOX1', 'THBS1', 'HSPA1B', 'HSPA1A']",4.093823417394554,raw,Cellular response to heat ,6
positive regulation of cell population proliferation (GO:0008284),8.057059718161688e-05,"['IL11', 'CDKN1A', 'CSF3', 'WNT5A', 'FN1', 'MIF', 'THBS1', 'GREM1', 'GJA1', 'IL1B', 'S100A6', 'HMOX1', 'TIMP1', 'CALR', 'CCN1', 'SLC25A5', 'NES', 'SOX4']",4.093823417394554,raw,Positive regulation of cell population proliferation ,18
response to endoplasmic reticulum stress (GO:0034976),8.964522854742655e-05,"['JUN', 'CEBPB', 'CXCL8', 'HSPA5', 'DDIT3', 'CHAC1', 'P4HB', 'THBS1', 'ATF4']",4.047472821223607,raw,Response to endoplasmic reticulum stress ,9
negative regulation of multicellular organismal process (GO:0051241),9.34270059660011e-05,"['RGS2', 'GJA1', 'DDIT3', 'IL1B', 'ID1', 'ARRDC3', 'STC1', 'ADM', 'TIMP1', 'CALR', 'DKK1', 'ATF4']",4.029527568665774,raw,Negative regulation of multicellular organismal process ,12
regulation of cell cycle (GO:0051726),9.404741912725916e-05,"['JUN', 'CDKN1A', 'CXCL8', 'HSP90AB1', 'DUSP1', 'CITED2', 'MIF', 'THBS1', 'RHOB', 'CCND1', 'RACK1', 'CALR', 'JUNB', 'EIF4G2']",4.026653117967607,raw,Regulation of cell cycle ,14
modulation by symbiont of host process (GO:0044003),9.970233047343677e-05,"['UBB', 'UBC', 'ENO1', 'B2M']",4.001294690234733,raw,Modulation by symbiont of host process ,4
positive regulation of endothelial cell migration (GO:0010595),0.00011854225788715742,"['SPARC', 'ATP5F1B', 'TMSB4X', 'WNT5A', 'HSPB1', 'CALR', 'THBS1', 'RHOB']",3.926126804964434,raw,Positive regulation of endothelial cell migration ,8
positive regulation of angiogenesis (GO:0045766),0.000123903518751161,"['CXCL8', 'PKM', 'IL1B', 'SERPINE1', 'WNT5A', 'HMOX1', 'HSPB1', 'THBS1', 'RHOB']",3.906916359866771,raw,Positive regulation of angiogenesis ,9
positive regulation of intracellular signal transduction (GO:1902533),0.00012436122926356822,"['IL11', 'CSF3', 'HSP90AB1', 'CAV1', 'WNT5A', 'FN1', 'MIF', 'THBS1', 'RRAGA', 'GJA1', 'LGALS1', 'TCIM', 'DDIT3', 'IL1B', 'RACK1', 'FLNA', 'HMOX1', 'S100A4', 'GAPDH']",3.905314993771448,raw,Positive regulation of intracellular signal transduction ,19
negative regulation of binding (GO:0051100),0.00013196648556767295,"['NFKBIA', 'CDKN1A', 'JUN', 'CAV1', 'RACK1', 'DKK1', 'NES', 'ACTB']",3.879536348953926,raw,Negative regulation of binding ,8
positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440),0.00013891230313976209,"['CEBPB', 'HSPA5', 'DDIT3', 'ATF4']",3.857259288106265,raw,Positive regulation of transcription from rna polymerase ii promoter in response to endoplasmic reticulum stress ,4
negative regulation of protein phosphorylation (GO:0001933),0.00014028166199569857,"['GREM1', 'IGFBP3', 'CAV1', 'GSTP1', 'DDIT4', 'RACK1', 'HSPB1', 'THY1', 'DKK1', 'CALM2']",3.8529990974292216,raw,Negative regulation of protein phosphorylation ,10
regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902041),0.0001584940209682677,"['GPX1', 'SERPINE1', 'PEA15', 'TNFAIP3', 'HMOX1', 'THBS1']",3.7999871164712524,raw,Regulation of extrinsic apoptotic signaling pathway via death domain receptors ,6
positive regulation of cellular process (GO:0048522),0.00021327697011706555,"['IL11', 'CSF3', 'HSP90AB1', 'CITED2', 'CAV1', 'WNT5A', 'FN1', 'THBS1', 'DKK1', 'GREM1', 'MMP14', 'CCND1', 'IL1B', 'CCN2', 'TIMP1', 'CALR', 'P4HB', 'SLC25A5', 'EIF4G2', 'SOX4']",3.671056037616947,raw,Positive regulation of cellular process ,20
regulation of peptidyl-serine phosphorylation (GO:0033135),0.0002676087154406455,"['IL11', 'CSF3', 'HSP90AB1', 'CAV1', 'DDIT4', 'RACK1', 'MIF', 'DKK1']",3.5724997466361157,raw,Regulation of peptidyl-serine phosphorylation ,8
regulation of wound healing (GO:0061041),0.0002932675731264975,"['TNFRSF12A', 'PLAU', 'CAV1', 'SERPINE1', 'TNFAIP3', 'ACTG1']",3.5327359547172787,raw,Regulation of wound healing ,6
positive regulation of cytokine production (GO:0001819),0.00030383774289756887,"['CEBPB', 'SERPINE1', 'WNT5A', 'MIF', 'HLA-A', 'PTGS2', 'HLA-E', 'DDIT3', 'IL1B', 'HMOX1', 'GAPDH', 'HSPA1B', 'ATF4', 'HSPA1A']",3.5173582788141795,raw,Positive regulation of cytokine production ,14
positive regulation of fibroblast proliferation (GO:0048146),0.00030864935877767215,"['CDKN1A', 'WNT5A', 'FN1', 'S100A6', 'MIF']",3.5105346209473427,raw,Positive regulation of fibroblast proliferation ,5
positive regulation of macromolecule metabolic process (GO:0010604),0.00030864935877767215,"['CD63', 'CXCL8', 'CITED2', 'WNT5A', 'FN1', 'DKK1', 'ACTG1', 'GREM1', 'GJA1', 'ACTC1', 'IL1B', 'SLC38A2', 'HSPA1B', 'ATF4', 'HSPA1A']",3.5105346209473427,raw,Positive regulation of macromolecule metabolic process ,15
positive regulation of blood vessel endothelial cell migration (GO:0043536),0.00030864935877767215,"['ATP5F1B', 'TMSB4X', 'HSPB1', 'HMOX1', 'PTGS2', 'THBS1']",3.5105346209473427,raw,Positive regulation of blood vessel endothelial cell migration ,6
positive regulation of vasculature development (GO:1904018),0.0003224905931016999,"['CXCL8', 'IL1B', 'SERPINE1', 'WNT5A', 'HMOX1', 'HSPB1', 'THBS1', 'RHOB']",3.4914829490088906,raw,Positive regulation of vasculature development ,8
regulation of cell population proliferation (GO:0042127),0.00032502726524583656,"['IL11', 'JUN', 'CDKN1A', 'IFITM1', 'CSF3', 'CXCL8', 'IGFBP3', 'FN1', 'HMGB2', 'HMGA1', 'CXCL1', 'THBS1', 'GREM1', 'FTH1', 'IL1B', 'TIMP1', 'CALR', 'SLC25A5', 'JUNB', 'HSPA1B', 'SOX4', 'HSPA1A']",3.4880802062545184,raw,Regulation of cell population proliferation ,22
response to UV-A (GO:0070141),0.00032785290465137665,"['CCND1', 'MMP1', 'MMP3', 'TIMP1']",3.4843209642973694,raw,Response to uv-a ,4
negative regulation of protein binding (GO:0032091),0.0003281052077042615,"['CDKN1A', 'CAV1', 'RACK1', 'B2M', 'DKK1', 'NES', 'ACTB']",3.483986876412869,raw,Negative regulation of protein binding ,7
glycolytic process (GO:0006096),0.0003281052077042615,"['LDHA', 'TPI1', 'PKM', 'ENO1', 'GAPDH']",3.483986876412869,raw,Glycolytic process ,5
regulation of protein kinase C activity (GO:1900019),0.00033186449166846296,"['CEMIP', 'TCIM', 'WNT5A']",3.4790392130852763,raw,Regulation of protein kinase c activity ,3
positive regulation of protein kinase C activity (GO:1900020),0.00033186449166846296,"['CEMIP', 'TCIM', 'WNT5A']",3.4790392130852763,raw,Positive regulation of protein kinase c activity ,3
protein stabilization (GO:0050821),0.0004478566257938169,"['CDKN1A', 'HSP90AB1', 'FLNA', 'CALR', 'PFN1', 'PPIB', 'GAPDH', 'SOX4', 'HSPA1B', 'HSPA1A']",3.348860996252674,raw,Protein stabilization ,10
regulated exocytosis (GO:0045055),0.0004628962915713608,"['CD63', 'SPARC', 'TMSB4X', 'SERPINE1', 'ANXA5', 'FN1', 'FLNA', 'TAGLN2', 'TIMP1', 'THBS1']",3.3345162984925096,raw,Regulated exocytosis ,10
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),0.0005408578834167844,"['GJA1', 'LGALS1', 'IL1B', 'GSTP1', 'WNT5A', 'FLNA', 'HSPB1', 'HMOX1', 'TNFAIP3', 'S100A4', 'GAPDH']",3.2669168357363945,raw,Regulation of i-kappab kinase/nf-kappab signaling ,11
antigen processing and presentation of peptide antigen via MHC class I (GO:0002474),0.0005694352879823554,"['HLA-C', 'HLA-A', 'CALR', 'B2M', 'HLA-E']",3.244555623066923,raw,Antigen processing and presentation of peptide antigen via mhc class i ,5
negative regulation of smooth muscle cell proliferation (GO:0048662),0.0005694352879823554,"['CDKN1A', 'IGFBP5', 'IGFBP3', 'TNFAIP3', 'HMOX1']",3.244555623066923,raw,Negative regulation of smooth muscle cell proliferation ,5
negative regulation of trophoblast cell migration (GO:1901164),0.0005950288809263347,"['GJA1', 'CALR', 'TIMP1']",3.2254619544016374,raw,Negative regulation of trophoblast cell migration ,3
negative regulation of cell motility (GO:2000146),0.0005950288809263347,"['IFITM1', 'IGFBP5', 'CITED2', 'SERPINE1', 'STC1', 'MIF', 'THY1', 'RHOB']",3.2254619544016374,raw,Negative regulation of cell motility ,8
negative regulation of metabolic process (GO:0009892),0.0006027389468736328,"['DDIT3', 'IL1B', 'GSTP1', 'ARRDC3', 'ID1', 'ATF4']",3.2198707450414306,raw,Negative regulation of metabolic process ,6
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042),0.0006254290949866908,"['GPX1', 'SERPINE1', 'PEA15', 'TNFAIP3', 'HMOX1']",3.2038219192263484,raw,Negative regulation of extrinsic apoptotic signaling pathway via death domain receptors ,5
regulation of cellular response to stress (GO:0080135),0.0007231445988912664,"['HSPA8', 'CEBPB', 'HSP90AB1', 'SLC38A2', 'HSPA1B', 'IER3', 'ATF4', 'HSPA1A']",3.1407748531596855,raw,Regulation of cellular response to stress ,8
regulation of protein binding (GO:0043393),0.0007231445988912664,"['CSF3', 'CDKN1A', 'CAV1', 'RACK1', 'B2M', 'DKK1', 'NES', 'ACTB']",3.1407748531596855,raw,Regulation of protein binding ,8
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),0.0007684093904739711,"['PSMB4', 'UBB', 'DDIT3', 'UBC', 'HMOX1', 'ATF4', 'HSPA1A']",3.1144073364104106,raw,Regulation of transcription from rna polymerase ii promoter in response to stress ,7
"negative regulation of transcription, DNA-templated (GO:0045892)",0.0007936470642747309,"['HSPA8', 'DDX5', 'JUN', 'CEBPB', 'CITED2', 'CAV1', 'WNT5A', 'HMGB2', 'HMGA1', 'ENO1', 'DKK1', 'H1-0', 'DRAP1', 'EID1', 'UBB', 'CCND1', 'CCDC85B', 'DDIT3', 'ID1', 'UBC', 'ID3', 'FLNA', 'CALR', 'ATF4']",3.1003725858781386,raw,"Negative regulation of transcription, dna-templated ",24
cellular response to chemokine (GO:1990869),0.0008225786962029254,"['CXCL8', 'DUSP1', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",3.084822542384978,raw,Cellular response to chemokine ,6
cellular response to interferon-gamma (GO:0071346),0.0008225786962029254,"['MT2A', 'WNT5A', 'HLA-C', 'CCL2', 'HLA-A', 'B2M', 'GAPDH', 'HLA-E']",3.084822542384978,raw,Cellular response to interferon-gamma ,8
skeletal system development (GO:0001501),0.0008465290034156185,"['COL1A1', 'GJA1', 'MMP14', 'COL1A2', 'WNT5A', 'RFLNB', 'STC1', 'PPIB', 'SOX4']",3.0723581576878547,raw,Skeletal system development ,9
antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway (GO:0002484),0.0008686857204711439,"['HLA-C', 'HLA-A', 'HLA-E']",3.0611373173975194,raw,Antigen processing and presentation of endogenous peptide antigen via mhc class i via er pathway ,3
"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent (GO:0002486)",0.0008686857204711439,"['HLA-C', 'HLA-A', 'HLA-E']",3.0611373173975194,raw,"Antigen processing and presentation of endogenous peptide antigen via mhc class i via er pathway, tap-independent ",3
response to host defenses (GO:0052200),0.0008686857204711439,"['UBB', 'UBC', 'B2M']",3.0611373173975194,raw,Response to host defenses ,3
modulation by symbiont of host defense response (GO:0052031),0.0008686857204711439,"['UBB', 'UBC', 'B2M']",3.0611373173975194,raw,Modulation by symbiont of host defense response ,3
actin-myosin filament sliding (GO:0033275),0.0009251520211622329,"['MYL6', 'ACTC1', 'TPM4', 'TPM2', 'VIM']",3.0337868980423477,raw,Actin-myosin filament sliding ,5
muscle filament sliding (GO:0030049),0.0009251520211622329,"['MYL6', 'ACTC1', 'TPM4', 'TPM2', 'VIM']",3.0337868980423477,raw,Muscle filament sliding ,5
cellular response to oxidative stress (GO:0034599),0.0009356062219372746,"['JUN', 'GPX1', 'GSTP1', 'HMOX1', 'PRDX6', 'HSPA1B', 'ATF4', 'HSPA1A']",3.0289068987226107,raw,Cellular response to oxidative stress ,8
negative regulation of cellular macromolecule biosynthetic process (GO:2000113),0.0009356062219372746,"['HSPA8', 'JUN', 'CDKN1A', 'IGFBP5', 'CITED2', 'WNT5A', 'HMGB2', 'HMGA1', 'ENO1', 'EID1', 'CCDC85B', 'DDIT3', 'ID1', 'RACK1', 'ID3', 'CALR', 'GAPDH']",3.0289068987226107,raw,Negative regulation of cellular macromolecule biosynthetic process ,17
regulation of angiogenesis (GO:0045765),0.0009611208218959667,"['CXCL8', 'SPARC', 'IL1B', 'SERPINE1', 'WNT5A', 'HSPB1', 'HMOX1', 'TNFAIP3', 'THBS1', 'RHOB']",3.017222014012574,raw,Regulation of angiogenesis ,10
negative regulation of growth (GO:0045926),0.0009644106044401747,"['GJA1', 'MT2A', 'CDKN1A', 'CCDC85B', 'RACK1', 'ENO1', 'HSPA1B', 'HSPA1A']",3.015738022864751,raw,Negative regulation of growth ,8
regulation of smooth muscle cell migration (GO:0014910),0.0009924671797514738,"['IGFBP5', 'PLAU', 'IGFBP3', 'SERPINE1']",3.003283846165358,raw,Regulation of smooth muscle cell migration ,4
positive regulation of epithelial cell migration (GO:0010634),0.001045936857575555,"['SPARC', 'WNT5A', 'CALR', 'PFN1', 'THBS1', 'RHOB', 'ARF6']",2.9804945327098813,raw,Positive regulation of epithelial cell migration ,7
post-translational protein modification (GO:0043687),0.001093921666617014,"['IGFBP5', 'IGFBP4', 'IGFBP3', 'FN1', 'TGOLN2', 'SOCS3', 'PSMB4', 'LGALS1', 'STC2', 'CALU', 'TIMP1', 'P4HB', 'CCN1']",2.96101377578503,raw,Post-translational protein modification ,13
negative regulation of peptidyl-serine phosphorylation (GO:0033137),0.0011646598178123365,"['CAV1', 'DDIT4', 'RACK1', 'DKK1']",2.9338009079608915,raw,Negative regulation of peptidyl-serine phosphorylation ,4
negative regulation of reproductive process (GO:2000242),0.0011646598178123365,"['GJA1', 'DUSP1', 'CALR', 'TIMP1']",2.9338009079608915,raw,Negative regulation of reproductive process ,4
carbohydrate catabolic process (GO:0016052),0.0012061718132807694,"['LDHA', 'TPI1', 'PKM', 'ENO1', 'GAPDH']",2.9185908246626586,raw,Carbohydrate catabolic process ,5
negative regulation of transcription by RNA polymerase II (GO:0000122),0.0013467364664184298,"['DDX5', 'JUN', 'CEBPB', 'CITED2', 'CAV1', 'ENO1', 'DKK1', 'H1-0', 'DRAP1', 'EID1', 'UBB', 'CCND1', 'DDIT3', 'ID1', 'UBC', 'ID3', 'CALR', 'ATF4', 'HSPA1A']",2.8707173800584718,raw,Negative regulation of transcription by rna polymerase ii ,19
regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),0.001459065810205947,"['HSP90AB1', 'UBB', 'CITED2', 'CAV1', 'UBC', 'THBS1', 'HSPA1A']",2.8359251190971433,raw,Regulation of transforming growth factor beta receptor signaling pathway ,7
cellular response to chemical stress (GO:0062197),0.0015387404925209644,"['GPX1', 'CAV1', 'GSTP1', 'PRDX6', 'HSPA1B', 'ATF4', 'HSPA1A']",2.8128346174454775,raw,Cellular response to chemical stress ,7
positive regulation of apoptotic process (GO:0043065),0.0015389044693597891,"['JUN', 'UBB', 'TNFRSF12A', 'DDIT3', 'IGFBP3', 'UBC', 'RACK1', 'PHLDA1', 'DUSP6', 'SOX4', 'ATF4', 'RHOB']",2.812788339049359,raw,Positive regulation of apoptotic process ,12
neutrophil chemotaxis (GO:0030593),0.0015389044693597891,"['CXCL8', 'CCL2', 'CXCL1', 'CXCL3', 'PPIB', 'CXCL2']",2.812788339049359,raw,Neutrophil chemotaxis ,6
regulation of cell death (GO:0010941),0.0015889173781326222,"['UBB', 'CCN2', 'CCN1', 'DKK1', 'SOX4', 'HSPA1B', 'HSPA1A']",2.798898685016653,raw,Regulation of cell death ,7
regulation of endothelial cell apoptotic process (GO:2000351),0.0015889173781326222,"['IL11', 'SERPINE1', 'TNFAIP3', 'CCL2', 'THBS1']",2.798898685016653,raw,Regulation of endothelial cell apoptotic process ,5
ATF6-mediated unfolded protein response (GO:0036500),0.0016238203996186045,"['HSPA5', 'DDIT3', 'CALR']",2.7894620069716534,raw,Atf6-mediated unfolded protein response ,3
regulation of cell adhesion molecule production (GO:0060353),0.0016238203996186045,"['CXCL8', 'CAV1', 'IL1B']",2.7894620069716534,raw,Regulation of cell adhesion molecule production ,3
negative regulation of leukocyte proliferation (GO:0070664),0.0016238203996186045,"['GREM1', 'GSTP1', 'TNFAIP3']",2.7894620069716534,raw,Negative regulation of leukocyte proliferation ,3
positive regulation of cellular biosynthetic process (GO:0031328),0.0017386732813518553,"['RBM3', 'CXCL8', 'HSP90AB1', 'IL1B', 'VIM', 'EEF2', 'PTGS2', 'THBS1', 'SOX4']",2.759782019743606,raw,Positive regulation of cellular biosynthetic process ,9
canonical glycolysis (GO:0061621),0.0017418295135013784,"['TPI1', 'PKM', 'ENO1', 'GAPDH']",2.758994355051074,raw,Canonical glycolysis ,4
glucose catabolic process to pyruvate (GO:0061718),0.0017418295135013784,"['TPI1', 'PKM', 'ENO1', 'GAPDH']",2.758994355051074,raw,Glucose catabolic process to pyruvate ,4
positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003),0.0017418295135013784,"['CEBPB', 'HSPA5', 'DDIT3', 'ATF4']",2.758994355051074,raw,Positive regulation of transcription from rna polymerase ii promoter in response to stress ,4
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",0.0017558620655557672,"['PSMB4', 'HLA-C', 'HLA-A', 'CALR', 'B2M', 'HLA-E']",2.755509603760705,raw,"Antigen processing and presentation of exogenous peptide antigen via mhc class i, tap-dependent ",6
granulocyte chemotaxis (GO:0071621),0.0017558620655557672,"['CXCL8', 'CCL2', 'CXCL1', 'CXCL3', 'PPIB', 'CXCL2']",2.755509603760705,raw,Granulocyte chemotaxis ,6
positive regulation of smooth muscle cell proliferation (GO:0048661),0.0017971281850955921,"['GJA1', 'JUN', 'IGFBP5', 'HMOX1', 'THBS1']",2.7454209445414324,raw,Positive regulation of smooth muscle cell proliferation ,5
positive regulation of neuron death (GO:1901216),0.00196720588962622,"['DDIT3', 'WNT5A', 'DDIT4', 'DKK1', 'ATF4']",2.7061501840312654,raw,Positive regulation of neuron death ,5
glycolytic process through glucose-6-phosphate (GO:0061620),0.00196720588962622,"['TPI1', 'PKM', 'ENO1', 'GAPDH']",2.7061501840312654,raw,Glycolytic process through glucose-6-phosphate ,4
negative regulation of hormone secretion (GO:0046888),0.002084302363678753,"['IL11', 'GJA1', 'IL1B']",2.6810392789655957,raw,Negative regulation of hormone secretion ,3
negative regulation of transcription from RNA polymerase II promoter in response to stress (GO:0097201),0.002084302363678753,"['JUN', 'CITED2', 'HSPA1A']",2.6810392789655957,raw,Negative regulation of transcription from rna polymerase ii promoter in response to stress ,3
regulation of protein ubiquitination (GO:0031396),0.0020877657993605405,"['HSP90AB1', 'UBB', 'CAV1', 'TNFAIP3', 'SOX4', 'HSPA1B', 'HSPA1A']",2.680318221067319,raw,Regulation of protein ubiquitination ,7
neutrophil migration (GO:1990266),0.002209841760530744,"['CXCL8', 'CCL2', 'CXCL1', 'CXCL3', 'PPIB', 'CXCL2']",2.655638823594869,raw,Neutrophil migration ,6
chaperone cofactor-dependent protein refolding (GO:0051085),0.002209841760530744,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",2.655638823594869,raw,Chaperone cofactor-dependent protein refolding ,4
