path_name,adj_p_val,overlapping_genes,-log10_pval,method,path_name_clean,n_sensors
negative regulation of signal transduction in absence of ligand (GO:1901099),0.003006249746680347,"['IL1B', 'HSPA1B', 'HSPA1A']",2.5219749428776295,raw,Negative regulation of signal transduction in absence of ligand ,3
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090101),0.0031221379865510727,"['GREM1', 'UBB', 'UBC', 'DKK1', 'HSPA1A']",2.5055479066953117,raw,Negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway ,5
positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846),0.003267806838286629,"['HSP90AB1', 'CITED2', 'THBS1']",2.485743622747194,raw,Positive regulation of cellular response to transforming growth factor beta stimulus ,3
positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003),0.003267806838286629,"['HSPA5', 'DDIT3', 'ATF4']",2.485743622747194,raw,Positive regulation of transcription from rna polymerase ii promoter in response to stress ,3
positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511),0.003267806838286629,"['HSP90AB1', 'CITED2', 'THBS1']",2.485743622747194,raw,Positive regulation of transforming growth factor beta receptor signaling pathway ,3
response to endoplasmic reticulum stress (GO:0034976),0.003267806838286629,"['CXCL8', 'HSPA5', 'DDIT3', 'THBS1', 'ATF4']",2.485743622747194,raw,Response to endoplasmic reticulum stress ,5
positive regulation of DNA-binding transcription factor activity (GO:0051091),0.0033355909792570216,"['NFKBIA', 'UBB', 'DDIT3', 'IL1B', 'UBC', 'HSPA1B', 'HSPA1A']",2.4768272093359553,raw,Positive regulation of dna-binding transcription factor activity ,7
negative regulation of plasminogen activation (GO:0010757),0.0033355909792570216,"['SERPINE1', 'THBS1']",2.4768272093359553,raw,Negative regulation of plasminogen activation ,2
negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903026),0.0033355909792570216,"['DDIT3', 'TMSB4X']",2.4768272093359553,raw,Negative regulation of rna polymerase ii regulatory region sequence-specific dna binding ,2
intracellular sequestering of iron ion (GO:0006880),0.0033355909792570216,"['FTH1', 'FTL']",2.4768272093359553,raw,Intracellular sequestering of iron ion ,2
positive regulation of nucleotide-binding oligomerization domain containing signaling pathway (GO:0070426),0.0033355909792570216,"['HSPA1B', 'HSPA1A']",2.4768272093359553,raw,Positive regulation of nucleotide-binding oligomerization domain containing signaling pathway ,2
iron ion homeostasis (GO:0055072),0.0033355909792570216,"['FTH1', 'HMOX1', 'B2M', 'FTL']",2.4768272093359553,raw,Iron ion homeostasis ,4
negative regulation of actin filament polymerization (GO:0030837),0.0034492770768906546,"['TMSB4X', 'PFN1', 'TMSB10']",2.4622719178009382,raw,Negative regulation of actin filament polymerization ,3
positive regulation of cellular biosynthetic process (GO:0031328),0.0038150640139638413,"['CXCL8', 'HSP90AB1', 'IL1B', 'VIM', 'EEF2', 'THBS1']",2.4184981705064743,raw,Positive regulation of cellular biosynthetic process ,6
regulation of monocyte chemotaxis (GO:0090025),0.0038150640139638413,"['GREM1', 'DUSP1', 'SERPINE1']",2.4184981705064743,raw,Regulation of monocyte chemotaxis ,3
regulation of gene expression (GO:0010468),0.003841187946370891,"['CXCL8', 'GPX1', 'CITED2', 'FN1', 'MIF', 'DKK1', 'ACTG1', 'ACTC1', 'PCBP1', 'DDIT3', 'IL1B', 'CALR', 'HSPA1B', 'ATF4', 'HSPA1A']",2.4155344426200784,raw,Regulation of gene expression ,15
cellular component disassembly (GO:0022411),0.004281681936493194,"['MMP14', 'MMP1', 'MMP3', 'TIMP1']",2.368385597283609,raw,Cellular component disassembly ,4
extracellular matrix disassembly (GO:0022617),0.004281681936493194,"['MMP14', 'MMP1', 'MMP3', 'TIMP1']",2.368385597283609,raw,Extracellular matrix disassembly ,4
regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239),0.004385171847137749,"['IL1B', 'HSPA1B', 'HSPA1A']",2.3580133827309435,raw,Regulation of extrinsic apoptotic signaling pathway in absence of ligand ,3
positive regulation of fibroblast proliferation (GO:0048146),0.004385171847137749,"['FN1', 'S100A6', 'MIF']",2.3580133827309435,raw,Positive regulation of fibroblast proliferation ,3
negative regulation of monocyte chemotaxis (GO:0090027),0.004385171847137749,"['GREM1', 'DUSP1']",2.3580133827309435,raw,Negative regulation of monocyte chemotaxis ,2
cellular heat acclimation (GO:0070370),0.004385171847137749,"['HSPA1B', 'HSPA1A']",2.3580133827309435,raw,Cellular heat acclimation ,2
negative regulation of trophoblast cell migration (GO:1901164),0.004385171847137749,"['CALR', 'TIMP1']",2.3580133827309435,raw,Negative regulation of trophoblast cell migration ,2
regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway (GO:0070432),0.004385171847137749,"['HSPA1B', 'HSPA1A']",2.3580133827309435,raw,Regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway ,2
heat acclimation (GO:0010286),0.004385171847137749,"['HSPA1B', 'HSPA1A']",2.3580133827309435,raw,Heat acclimation ,2
positive regulation of tau-protein kinase activity (GO:1902949),0.004385171847137749,"['HSP90AB1', 'DKK1']",2.3580133827309435,raw,Positive regulation of tau-protein kinase activity ,2
regulation of translational initiation (GO:0006446),0.00445001225929389,"['HSPB1', 'EIF4G2', 'ATF4', 'EIF1']",2.3516387925839326,raw,Regulation of translational initiation ,4
aggrephagy (GO:0035973),0.004709621501552618,"['UBB', 'UBC', 'VIM']",2.327013994440592,raw,Aggrephagy ,3
transition metal ion homeostasis (GO:0055076),0.004709621501552618,"['HMOX1', 'B2M', 'FTL']",2.327013994440592,raw,Transition metal ion homeostasis ,3
cellular response to oxidative stress (GO:0034599),0.004778783062373685,"['GPX1', 'HMOX1', 'HSPA1B', 'ATF4', 'HSPA1A']",2.3206826842631525,raw,Cellular response to oxidative stress ,5
neutrophil chemotaxis (GO:0030593),0.00481545313120791,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2']",2.3173628397702126,raw,Neutrophil chemotaxis ,4
granulocyte chemotaxis (GO:0071621),0.005607128372998213,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2']",2.2512595007863747,raw,Granulocyte chemotaxis ,4
positive regulation of integrin-mediated signaling pathway (GO:2001046),0.005698823341088239,"['CD63', 'FLNA']",2.2442148055949893,raw,Positive regulation of integrin-mediated signaling pathway ,2
positive regulation of microtubule nucleation (GO:0090063),0.005698823341088239,"['HSPA1B', 'HSPA1A']",2.2442148055949893,raw,Positive regulation of microtubule nucleation ,2
skin morphogenesis (GO:0043589),0.005698823341088239,"['COL1A1', 'COL1A2']",2.2442148055949893,raw,Skin morphogenesis ,2
negative regulation of protein binding (GO:0032091),0.0057260289933654136,"['B2M', 'DKK1', 'NES', 'ACTB']",2.2421464572877468,raw,Negative regulation of protein binding ,4
regulation of cell motility (GO:2000145),0.005967346446849741,"['CAVIN1', 'TMSB4X', 'FLNA', 'TMSB10', 'RHOB']",2.2242187475443056,raw,Regulation of cell motility ,5
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),0.005967346446849741,"['DDX5', 'COL1A2', 'UBB', 'ID1', 'UBC']",2.2242187475443056,raw,Transmembrane receptor protein serine/threonine kinase signaling pathway ,5
positive regulation of transcription by RNA polymerase II (GO:0045944),0.006342600213648995,"['H2AZ1', 'IL11', 'CITED2', 'SERPINE1', 'NFKBIA', 'GREM1', 'UBB', 'PCBP1', 'DDIT3', 'UBC', 'CCN1', 'JUNB', 'ATF4']",2.1977326621604782,raw,Positive regulation of transcription by rna polymerase ii ,13
cellular response to UV (GO:0034644),0.0064149023723113485,"['MMP1', 'MMP3', 'TIMP1', 'ATF4']",2.1928099487183736,raw,Cellular response to uv ,4
neutrophil migration (GO:1990266),0.0064149023723113485,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2']",2.1928099487183736,raw,Neutrophil migration ,4
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042),0.006860772203045188,"['GPX1', 'SERPINE1', 'HMOX1']",2.1636270002338347,raw,Negative regulation of extrinsic apoptotic signaling pathway via death domain receptors ,3
regulation of cellular response to heat (GO:1900034),0.006966475644584575,"['HSPA8', 'HSP90AB1', 'HSPA1B', 'HSPA1A']",2.156986876882324,raw,Regulation of cellular response to heat ,4
cytoplasmic sequestering of NF-kappaB (GO:0007253),0.007036528676324712,"['NFKBIA', 'TMSB4X']",2.15264153809107,raw,Cytoplasmic sequestering of nf-kappab ,2
regulation of transcription from RNA polymerase II promoter in response to oxidative stress (GO:0043619),0.007036528676324712,"['HMOX1', 'ATF4']",2.15264153809107,raw,Regulation of transcription from rna polymerase ii promoter in response to oxidative stress ,2
negative regulation of cellular component organization (GO:0051129),0.00710089193244924,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",2.148687096772196,raw,Negative regulation of cellular component organization ,4
regulation of NIK/NF-kappaB signaling (GO:1901222),0.00710089193244924,"['NFKBIA', 'TCIM', 'TMSB4X', 'IL1B']",2.148687096772196,raw,Regulation of nik/nf-kappab signaling ,4
negative regulation of neurogenesis (GO:0050768),0.007165314031556315,"['ARHGDIA', 'IL1B', 'B2M']",2.1447647711866056,raw,Negative regulation of neurogenesis ,3
endoderm formation (GO:0001706),0.007653935114070712,"['MMP14', 'DUSP1', 'FN1']",2.116115223810042,raw,Endoderm formation ,3
regulation of receptor internalization (GO:0002090),0.007653935114070712,"['GREM1', 'CD63', 'DKK1']",2.116115223810042,raw,Regulation of receptor internalization ,3
"positive regulation of transcription, DNA-templated (GO:0045893)",0.007653935114070712,"['H2AZ1', 'IL11', 'CITED2', 'SERPINE1', 'COL1A1', 'NFKBIA', 'GREM1', 'UBB', 'PCBP1', 'DDIT3', 'IL1B', 'UBC', 'CCN1', 'JUNB', 'ATF4']",2.116115223810042,raw,"Positive regulation of transcription, dna-templated ",15
regulation of osteoblast differentiation (GO:0045667),0.007881101928628708,"['GREM1', 'DDX5', 'CCN1', 'ATF4']",2.1034130555986024,raw,Regulation of osteoblast differentiation ,4
negative regulation of fibrinolysis (GO:0051918),0.0082030071247826,"['SERPINE1', 'THBS1']",2.086026911239176,raw,Negative regulation of fibrinolysis ,2
regulation of cell adhesion molecule production (GO:0060353),0.0082030071247826,"['CXCL8', 'IL1B']",2.086026911239176,raw,Regulation of cell adhesion molecule production ,2
negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394),0.0082030071247826,"['GREM1', 'DKK1']",2.086026911239176,raw,Negative regulation of pathway-restricted smad protein phosphorylation ,2
regulation of DNA-templated transcription in response to stress (GO:0043620),0.0082030071247826,"['TCIM', 'DDIT3']",2.086026911239176,raw,Regulation of dna-templated transcription in response to stress ,2
regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903025),0.0082030071247826,"['DDIT3', 'TMSB4X']",2.086026911239176,raw,Regulation of rna polymerase ii regulatory region sequence-specific dna binding ,2
positive regulation of protein kinase A signaling (GO:0010739),0.0082030071247826,"['TCIM', 'MIF']",2.086026911239176,raw,Positive regulation of protein kinase a signaling ,2
positive regulation of tumor necrosis factor-mediated signaling pathway (GO:1903265),0.0082030071247826,"['HSPA1B', 'HSPA1A']",2.086026911239176,raw,Positive regulation of tumor necrosis factor-mediated signaling pathway ,2
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),0.008579500657264597,"['LGALS1', 'IL1B', 'FLNA', 'HSPB1', 'HMOX1', 'GAPDH']",2.0665379881542454,raw,Regulation of i-kappab kinase/nf-kappab signaling ,6
regulation of receptor-mediated endocytosis (GO:0048259),0.009044834423840716,"['SERPINE1', 'B2M', 'DKK1']",2.0435993789943825,raw,Regulation of receptor-mediated endocytosis ,3
negative regulation of binding (GO:0051100),0.009104345368352374,"['NFKBIA', 'DKK1', 'NES', 'ACTB']",2.040751275913338,raw,Negative regulation of binding ,4
regulation of endothelial cell migration (GO:0010594),0.009104345368352374,"['SPARC', 'CALR', 'THBS1', 'RHOB']",2.040751275913338,raw,Regulation of endothelial cell migration ,4
collagen fibril organization (GO:0030199),0.009104345368352374,"['GREM1', 'COL1A1', 'COL1A2', 'LUM']",2.040751275913338,raw,Collagen fibril organization ,4
transforming growth factor beta receptor signaling pathway (GO:0007179),0.009104345368352374,"['COL1A2', 'UBB', 'UBC', 'ID1']",2.040751275913338,raw,Transforming growth factor beta receptor signaling pathway ,4
positive regulation of wound healing (GO:0090303),0.009104345368352374,"['SERPINE1', 'THBS1', 'ACTG1']",2.040751275913338,raw,Positive regulation of wound healing ,3
apoptotic process (GO:0006915),0.009104345368352374,"['NFKBIA', 'IL1B', 'DDIT4', 'GAPDH', 'IER3', 'RHOB']",2.040751275913338,raw,Apoptotic process ,6
negative regulation of hormone secretion (GO:0046888),0.009104345368352374,"['IL11', 'IL1B']",2.040751275913338,raw,Negative regulation of hormone secretion ,2
negative regulation of inclusion body assembly (GO:0090084),0.009104345368352374,"['HSPA1B', 'HSPA1A']",2.040751275913338,raw,Negative regulation of inclusion body assembly ,2
negative regulation of transcription from RNA polymerase II promoter in response to stress (GO:0097201),0.009104345368352374,"['CITED2', 'HSPA1A']",2.040751275913338,raw,Negative regulation of transcription from rna polymerase ii promoter in response to stress ,2
negative regulation of transforming growth factor beta production (GO:0071635),0.009104345368352374,"['HSP90AB1', 'FN1']",2.040751275913338,raw,Negative regulation of transforming growth factor beta production ,2
negative regulation of transmembrane transport (GO:0034763),0.009104345368352374,"['IL1B', 'THBS1']",2.040751275913338,raw,Negative regulation of transmembrane transport ,2
regulation of microtubule nucleation (GO:0010968),0.009104345368352374,"['HSPA1B', 'HSPA1A']",2.040751275913338,raw,Regulation of microtubule nucleation ,2
regulation of tau-protein kinase activity (GO:1902947),0.009104345368352374,"['HSP90AB1', 'DKK1']",2.040751275913338,raw,Regulation of tau-protein kinase activity ,2
positive regulation of coagulation (GO:0050820),0.009104345368352374,"['SERPINE1', 'THBS1']",2.040751275913338,raw,Positive regulation of coagulation ,2
positive regulation of hemostasis (GO:1900048),0.009104345368352374,"['SERPINE1', 'THBS1']",2.040751275913338,raw,Positive regulation of hemostasis ,2
sequestering of actin monomers (GO:0042989),0.009104345368352374,"['TMSB4X', 'TMSB10']",2.040751275913338,raw,Sequestering of actin monomers ,2
modification-dependent macromolecule catabolic process (GO:0043632),0.009104345368352374,"['UBB', 'UBC']",2.040751275913338,raw,Modification-dependent macromolecule catabolic process ,2
cellular response to interleukin-1 (GO:0071347),0.009109498916804341,"['NFKBIA', 'CXCL8', 'UBB', 'IL1B', 'UBC']",2.040505511463001,raw,Cellular response to interleukin-1 ,5
regulation of cell differentiation (GO:0045595),0.009321058859652504,"['GREM1', 'DDX5', 'HSP90AB1', 'CCN2', 'ATF4']",2.030534749579104,raw,Regulation of cell differentiation ,5
negative regulation of gene expression (GO:0010629),0.009628104893656725,"['CXCL8', 'CITED2', 'CALR', 'MIF', 'GAPDH', 'HSPA1B', 'HSPA1A']",2.0164591869379143,raw,Negative regulation of gene expression ,7
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100),0.009628104893656725,"['HSP90AB1', 'CITED2', 'CCN1', 'THBS1']",2.0164591869379143,raw,Positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway ,4
