path_name,adj_p_val,overlapping_genes,-log10_pval,method,time_int,path_name_clean,n_sensors
positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003),0.003267806838286629,"['HSPA5', 'DDIT3', 'ATF4']",2.485743622747194,raw,0,Positive regulation of transcription from rna polymerase ii promoter in response to stress ,3
positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511),0.003267806838286629,"['HSP90AB1', 'CITED2', 'THBS1']",2.485743622747194,raw,0,Positive regulation of transforming growth factor beta receptor signaling pathway ,3
response to endoplasmic reticulum stress (GO:0034976),0.003267806838286629,"['CXCL8', 'HSPA5', 'DDIT3', 'THBS1', 'ATF4']",2.485743622747194,raw,0,Response to endoplasmic reticulum stress ,5
positive regulation of DNA-binding transcription factor activity (GO:0051091),0.0033355909792570216,"['NFKBIA', 'UBB', 'DDIT3', 'IL1B', 'UBC', 'HSPA1B', 'HSPA1A']",2.4768272093359553,raw,0,Positive regulation of dna-binding transcription factor activity ,7
negative regulation of plasminogen activation (GO:0010757),0.0033355909792570216,"['SERPINE1', 'THBS1']",2.4768272093359553,raw,0,Negative regulation of plasminogen activation ,2
negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903026),0.0033355909792570216,"['DDIT3', 'TMSB4X']",2.4768272093359553,raw,0,Negative regulation of rna polymerase ii regulatory region sequence-specific dna binding ,2
intracellular sequestering of iron ion (GO:0006880),0.0033355909792570216,"['FTH1', 'FTL']",2.4768272093359553,raw,0,Intracellular sequestering of iron ion ,2
positive regulation of nucleotide-binding oligomerization domain containing signaling pathway (GO:0070426),0.0033355909792570216,"['HSPA1B', 'HSPA1A']",2.4768272093359553,raw,0,Positive regulation of nucleotide-binding oligomerization domain containing signaling pathway ,2
iron ion homeostasis (GO:0055072),0.0033355909792570216,"['FTH1', 'HMOX1', 'B2M', 'FTL']",2.4768272093359553,raw,0,Iron ion homeostasis ,4
negative regulation of actin filament polymerization (GO:0030837),0.0034492770768906546,"['TMSB4X', 'PFN1', 'TMSB10']",2.4622719178009382,raw,0,Negative regulation of actin filament polymerization ,3
positive regulation of cellular biosynthetic process (GO:0031328),0.0038150640139638413,"['CXCL8', 'HSP90AB1', 'IL1B', 'VIM', 'EEF2', 'THBS1']",2.4184981705064743,raw,0,Positive regulation of cellular biosynthetic process ,6
regulation of monocyte chemotaxis (GO:0090025),0.0038150640139638413,"['GREM1', 'DUSP1', 'SERPINE1']",2.4184981705064743,raw,0,Regulation of monocyte chemotaxis ,3
regulation of gene expression (GO:0010468),0.003841187946370891,"['CXCL8', 'GPX1', 'CITED2', 'FN1', 'MIF', 'DKK1', 'ACTG1', 'ACTC1', 'PCBP1', 'DDIT3', 'IL1B', 'CALR', 'HSPA1B', 'ATF4', 'HSPA1A']",2.4155344426200784,raw,0,Regulation of gene expression ,15
cellular component disassembly (GO:0022411),0.004281681936493194,"['MMP14', 'MMP1', 'MMP3', 'TIMP1']",2.368385597283609,raw,0,Cellular component disassembly ,4
extracellular matrix disassembly (GO:0022617),0.004281681936493194,"['MMP14', 'MMP1', 'MMP3', 'TIMP1']",2.368385597283609,raw,0,Extracellular matrix disassembly ,4
regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239),0.004385171847137749,"['IL1B', 'HSPA1B', 'HSPA1A']",2.3580133827309435,raw,0,Regulation of extrinsic apoptotic signaling pathway in absence of ligand ,3
positive regulation of fibroblast proliferation (GO:0048146),0.004385171847137749,"['FN1', 'S100A6', 'MIF']",2.3580133827309435,raw,0,Positive regulation of fibroblast proliferation ,3
negative regulation of monocyte chemotaxis (GO:0090027),0.004385171847137749,"['GREM1', 'DUSP1']",2.3580133827309435,raw,0,Negative regulation of monocyte chemotaxis ,2
cellular heat acclimation (GO:0070370),0.004385171847137749,"['HSPA1B', 'HSPA1A']",2.3580133827309435,raw,0,Cellular heat acclimation ,2
negative regulation of trophoblast cell migration (GO:1901164),0.004385171847137749,"['CALR', 'TIMP1']",2.3580133827309435,raw,0,Negative regulation of trophoblast cell migration ,2
regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway (GO:0070432),0.004385171847137749,"['HSPA1B', 'HSPA1A']",2.3580133827309435,raw,0,Regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway ,2
heat acclimation (GO:0010286),0.004385171847137749,"['HSPA1B', 'HSPA1A']",2.3580133827309435,raw,0,Heat acclimation ,2
positive regulation of tau-protein kinase activity (GO:1902949),0.004385171847137749,"['HSP90AB1', 'DKK1']",2.3580133827309435,raw,0,Positive regulation of tau-protein kinase activity ,2
regulation of translational initiation (GO:0006446),0.00445001225929389,"['HSPB1', 'EIF4G2', 'ATF4', 'EIF1']",2.3516387925839326,raw,0,Regulation of translational initiation ,4
aggrephagy (GO:0035973),0.004709621501552618,"['UBB', 'UBC', 'VIM']",2.327013994440592,raw,0,Aggrephagy ,3
transition metal ion homeostasis (GO:0055076),0.004709621501552618,"['HMOX1', 'B2M', 'FTL']",2.327013994440592,raw,0,Transition metal ion homeostasis ,3
cellular response to oxidative stress (GO:0034599),0.004778783062373685,"['GPX1', 'HMOX1', 'HSPA1B', 'ATF4', 'HSPA1A']",2.3206826842631525,raw,0,Cellular response to oxidative stress ,5
neutrophil chemotaxis (GO:0030593),0.00481545313120791,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2']",2.3173628397702126,raw,0,Neutrophil chemotaxis ,4
granulocyte chemotaxis (GO:0071621),0.005607128372998213,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2']",2.2512595007863747,raw,0,Granulocyte chemotaxis ,4
positive regulation of integrin-mediated signaling pathway (GO:2001046),0.005698823341088239,"['CD63', 'FLNA']",2.2442148055949893,raw,0,Positive regulation of integrin-mediated signaling pathway ,2
positive regulation of microtubule nucleation (GO:0090063),0.005698823341088239,"['HSPA1B', 'HSPA1A']",2.2442148055949893,raw,0,Positive regulation of microtubule nucleation ,2
skin morphogenesis (GO:0043589),0.005698823341088239,"['COL1A1', 'COL1A2']",2.2442148055949893,raw,0,Skin morphogenesis ,2
negative regulation of protein binding (GO:0032091),0.0057260289933654136,"['B2M', 'DKK1', 'NES', 'ACTB']",2.2421464572877468,raw,0,Negative regulation of protein binding ,4
regulation of cell motility (GO:2000145),0.005967346446849741,"['CAVIN1', 'TMSB4X', 'FLNA', 'TMSB10', 'RHOB']",2.2242187475443056,raw,0,Regulation of cell motility ,5
transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),0.005967346446849741,"['DDX5', 'COL1A2', 'UBB', 'ID1', 'UBC']",2.2242187475443056,raw,0,Transmembrane receptor protein serine/threonine kinase signaling pathway ,5
positive regulation of transcription by RNA polymerase II (GO:0045944),0.006342600213648995,"['H2AZ1', 'IL11', 'CITED2', 'SERPINE1', 'NFKBIA', 'GREM1', 'UBB', 'PCBP1', 'DDIT3', 'UBC', 'CCN1', 'JUNB', 'ATF4']",2.1977326621604782,raw,0,Positive regulation of transcription by rna polymerase ii ,13
cellular response to UV (GO:0034644),0.0064149023723113485,"['MMP1', 'MMP3', 'TIMP1', 'ATF4']",2.1928099487183736,raw,0,Cellular response to uv ,4
neutrophil migration (GO:1990266),0.0064149023723113485,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2']",2.1928099487183736,raw,0,Neutrophil migration ,4
negative regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902042),0.006860772203045188,"['GPX1', 'SERPINE1', 'HMOX1']",2.1636270002338347,raw,0,Negative regulation of extrinsic apoptotic signaling pathway via death domain receptors ,3
regulation of cellular response to heat (GO:1900034),0.006966475644584575,"['HSPA8', 'HSP90AB1', 'HSPA1B', 'HSPA1A']",2.156986876882324,raw,0,Regulation of cellular response to heat ,4
cytoplasmic sequestering of NF-kappaB (GO:0007253),0.007036528676324712,"['NFKBIA', 'TMSB4X']",2.15264153809107,raw,0,Cytoplasmic sequestering of nf-kappab ,2
regulation of transcription from RNA polymerase II promoter in response to oxidative stress (GO:0043619),0.007036528676324712,"['HMOX1', 'ATF4']",2.15264153809107,raw,0,Regulation of transcription from rna polymerase ii promoter in response to oxidative stress ,2
negative regulation of cellular component organization (GO:0051129),0.00710089193244924,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",2.148687096772196,raw,0,Negative regulation of cellular component organization ,4
regulation of NIK/NF-kappaB signaling (GO:1901222),0.00710089193244924,"['NFKBIA', 'TCIM', 'TMSB4X', 'IL1B']",2.148687096772196,raw,0,Regulation of nik/nf-kappab signaling ,4
negative regulation of neurogenesis (GO:0050768),0.007165314031556315,"['ARHGDIA', 'IL1B', 'B2M']",2.1447647711866056,raw,0,Negative regulation of neurogenesis ,3
endoderm formation (GO:0001706),0.007653935114070712,"['MMP14', 'DUSP1', 'FN1']",2.116115223810042,raw,0,Endoderm formation ,3
regulation of receptor internalization (GO:0002090),0.007653935114070712,"['GREM1', 'CD63', 'DKK1']",2.116115223810042,raw,0,Regulation of receptor internalization ,3
"positive regulation of transcription, DNA-templated (GO:0045893)",0.007653935114070712,"['H2AZ1', 'IL11', 'CITED2', 'SERPINE1', 'COL1A1', 'NFKBIA', 'GREM1', 'UBB', 'PCBP1', 'DDIT3', 'IL1B', 'UBC', 'CCN1', 'JUNB', 'ATF4']",2.116115223810042,raw,0,"Positive regulation of transcription, dna-templated ",15
regulation of osteoblast differentiation (GO:0045667),0.007881101928628708,"['GREM1', 'DDX5', 'CCN1', 'ATF4']",2.1034130555986024,raw,0,Regulation of osteoblast differentiation ,4
negative regulation of fibrinolysis (GO:0051918),0.0082030071247826,"['SERPINE1', 'THBS1']",2.086026911239176,raw,0,Negative regulation of fibrinolysis ,2
regulation of cell adhesion molecule production (GO:0060353),0.0082030071247826,"['CXCL8', 'IL1B']",2.086026911239176,raw,0,Regulation of cell adhesion molecule production ,2
negative regulation of pathway-restricted SMAD protein phosphorylation (GO:0060394),0.0082030071247826,"['GREM1', 'DKK1']",2.086026911239176,raw,0,Negative regulation of pathway-restricted smad protein phosphorylation ,2
regulation of DNA-templated transcription in response to stress (GO:0043620),0.0082030071247826,"['TCIM', 'DDIT3']",2.086026911239176,raw,0,Regulation of dna-templated transcription in response to stress ,2
regulation of RNA polymerase II regulatory region sequence-specific DNA binding (GO:1903025),0.0082030071247826,"['DDIT3', 'TMSB4X']",2.086026911239176,raw,0,Regulation of rna polymerase ii regulatory region sequence-specific dna binding ,2
positive regulation of protein kinase A signaling (GO:0010739),0.0082030071247826,"['TCIM', 'MIF']",2.086026911239176,raw,0,Positive regulation of protein kinase a signaling ,2
positive regulation of tumor necrosis factor-mediated signaling pathway (GO:1903265),0.0082030071247826,"['HSPA1B', 'HSPA1A']",2.086026911239176,raw,0,Positive regulation of tumor necrosis factor-mediated signaling pathway ,2
regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122),0.008579500657264597,"['LGALS1', 'IL1B', 'FLNA', 'HSPB1', 'HMOX1', 'GAPDH']",2.0665379881542454,raw,0,Regulation of i-kappab kinase/nf-kappab signaling ,6
regulation of receptor-mediated endocytosis (GO:0048259),0.009044834423840716,"['SERPINE1', 'B2M', 'DKK1']",2.0435993789943825,raw,0,Regulation of receptor-mediated endocytosis ,3
negative regulation of binding (GO:0051100),0.009104345368352374,"['NFKBIA', 'DKK1', 'NES', 'ACTB']",2.040751275913338,raw,0,Negative regulation of binding ,4
regulation of endothelial cell migration (GO:0010594),0.009104345368352374,"['SPARC', 'CALR', 'THBS1', 'RHOB']",2.040751275913338,raw,0,Regulation of endothelial cell migration ,4
collagen fibril organization (GO:0030199),0.009104345368352374,"['GREM1', 'COL1A1', 'COL1A2', 'LUM']",2.040751275913338,raw,0,Collagen fibril organization ,4
transforming growth factor beta receptor signaling pathway (GO:0007179),0.009104345368352374,"['COL1A2', 'UBB', 'UBC', 'ID1']",2.040751275913338,raw,0,Transforming growth factor beta receptor signaling pathway ,4
positive regulation of wound healing (GO:0090303),0.009104345368352374,"['SERPINE1', 'THBS1', 'ACTG1']",2.040751275913338,raw,0,Positive regulation of wound healing ,3
apoptotic process (GO:0006915),0.009104345368352374,"['NFKBIA', 'IL1B', 'DDIT4', 'GAPDH', 'IER3', 'RHOB']",2.040751275913338,raw,0,Apoptotic process ,6
negative regulation of hormone secretion (GO:0046888),0.009104345368352374,"['IL11', 'IL1B']",2.040751275913338,raw,0,Negative regulation of hormone secretion ,2
negative regulation of inclusion body assembly (GO:0090084),0.009104345368352374,"['HSPA1B', 'HSPA1A']",2.040751275913338,raw,0,Negative regulation of inclusion body assembly ,2
negative regulation of transcription from RNA polymerase II promoter in response to stress (GO:0097201),0.009104345368352374,"['CITED2', 'HSPA1A']",2.040751275913338,raw,0,Negative regulation of transcription from rna polymerase ii promoter in response to stress ,2
negative regulation of transforming growth factor beta production (GO:0071635),0.009104345368352374,"['HSP90AB1', 'FN1']",2.040751275913338,raw,0,Negative regulation of transforming growth factor beta production ,2
negative regulation of transmembrane transport (GO:0034763),0.009104345368352374,"['IL1B', 'THBS1']",2.040751275913338,raw,0,Negative regulation of transmembrane transport ,2
regulation of microtubule nucleation (GO:0010968),0.009104345368352374,"['HSPA1B', 'HSPA1A']",2.040751275913338,raw,0,Regulation of microtubule nucleation ,2
regulation of tau-protein kinase activity (GO:1902947),0.009104345368352374,"['HSP90AB1', 'DKK1']",2.040751275913338,raw,0,Regulation of tau-protein kinase activity ,2
positive regulation of coagulation (GO:0050820),0.009104345368352374,"['SERPINE1', 'THBS1']",2.040751275913338,raw,0,Positive regulation of coagulation ,2
positive regulation of hemostasis (GO:1900048),0.009104345368352374,"['SERPINE1', 'THBS1']",2.040751275913338,raw,0,Positive regulation of hemostasis ,2
sequestering of actin monomers (GO:0042989),0.009104345368352374,"['TMSB4X', 'TMSB10']",2.040751275913338,raw,0,Sequestering of actin monomers ,2
modification-dependent macromolecule catabolic process (GO:0043632),0.009104345368352374,"['UBB', 'UBC']",2.040751275913338,raw,0,Modification-dependent macromolecule catabolic process ,2
cellular response to interleukin-1 (GO:0071347),0.009109498916804341,"['NFKBIA', 'CXCL8', 'UBB', 'IL1B', 'UBC']",2.040505511463001,raw,0,Cellular response to interleukin-1 ,5
regulation of cell differentiation (GO:0045595),0.009321058859652504,"['GREM1', 'DDX5', 'HSP90AB1', 'CCN2', 'ATF4']",2.030534749579104,raw,0,Regulation of cell differentiation ,5
negative regulation of gene expression (GO:0010629),0.009628104893656725,"['CXCL8', 'CITED2', 'CALR', 'MIF', 'GAPDH', 'HSPA1B', 'HSPA1A']",2.0164591869379143,raw,0,Negative regulation of gene expression ,7
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090100),0.009628104893656725,"['HSP90AB1', 'CITED2', 'CCN1', 'THBS1']",2.0164591869379143,raw,0,Positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway ,4
cytokine-mediated signaling pathway (GO:0019221),4.966504826938183e-13,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2', 'SOCS3', 'MT2A', 'UBB', 'CCND1', 'TMSB4X', 'UBC', 'HMOX1', 'TIMP1', 'JUNB', 'B2M', 'HSPA8', 'IL11', 'TNFRSF12A', 'MMP1', 'MMP3', 'FN1', 'MIF', 'NFKBIA', 'COL1A2', 'IL1B', 'VIM']",12.303949138101926,raw,8,Cytokine-mediated signaling pathway ,25
cellular response to cytokine stimulus (GO:0071345),1.7539498101823658e-11,"['HSPA8', 'IL11', 'CXCL8', 'DUSP1', 'MMP1', 'MMP3', 'FN1', 'CXCL1', 'CXCL2', 'SOCS3', 'MT2A', 'COL1A2', 'UBB', 'CCND1', 'IL1B', 'UBC', 'HMOX1', 'VIM', 'TIMP1', 'GAPDH', 'JUNB']",10.755982838263428,raw,8,Cellular response to cytokine stimulus ,21
negative regulation of programmed cell death (GO:0043069),3.223955979419827e-08,"['HSPA5', 'CITED2', 'HSPB1', 'MIF', 'THBS1', 'DKK1', 'NFKBIA', 'GREM1', 'UBB', 'TCIM', 'ARHGDIA', 'UBC', 'FLNA', 'HSPA1B', 'TPT1', 'HSPA1A']",7.491610896775625,raw,8,Negative regulation of programmed cell death ,16
regulation of apoptotic process (GO:0042981),3.223955979419827e-08,"['HSPA5', 'TNFRSF12A', 'CITED2', 'HSPB1', 'MIF', 'THBS1', 'DKK1', 'RHOB', 'NFKBIA', 'GREM1', 'LGALS1', 'UBB', 'TCIM', 'ARHGDIA', 'UBC', 'FLNA', 'CALR', 'HSPA1B', 'TPT1', 'ATF4', 'HSPA1A']",7.491610896775625,raw,8,Regulation of apoptotic process ,21
positive regulation of gene expression (GO:0010628),6.659727063788055e-08,"['DDX5', 'CXCL8', 'CITED2', 'FN1', 'MIF', 'EEF2', 'THBS1', 'DKK1', 'ACTB', 'ACTG1', 'ACTC1', 'IL1B', 'VIM', 'GAPDH', 'HSPA1B', 'ATF4', 'HSPA1A']",7.176543569196018,raw,8,Positive regulation of gene expression ,17
negative regulation of apoptotic process (GO:0043066),6.659727063788055e-08,"['GPX1', 'HSPA5', 'CITED2', 'HSPB1', 'MIF', 'THBS1', 'DKK1', 'NFKBIA', 'GREM1', 'UBB', 'TCIM', 'ARHGDIA', 'UBC', 'FLNA', 'HSPA1B', 'TPT1', 'HSPA1A']",7.176543569196018,raw,8,Negative regulation of apoptotic process ,17
response to unfolded protein (GO:0006986),9.523898260715519e-07,"['HSPA8', 'HSP90AB1', 'HSPA5', 'DDIT3', 'HSPB1', 'HSPA1B', 'HSPA1A']",6.021185252604185,raw,8,Response to unfolded protein ,7
regulation of cell migration (GO:0030334),2.8378299688467e-06,"['HSPA5', 'CITED2', 'SERPINE1', 'MIF', 'THBS1', 'ACTG1', 'RHOB', 'COL1A1', 'MMP14', 'TMSB4X', 'IL1B', 'FLNA', 'CCN1', 'TMSB10']",5.547013629246335,raw,8,Regulation of cell migration ,14
cellular response to heat (GO:0034605),3.756504281307034e-06,"['HSP90AB1', 'TCIM', 'HMOX1', 'THBS1', 'HSPA1B', 'HSPA1A']",5.425216111856312,raw,8,Cellular response to heat ,6
extracellular matrix organization (GO:0030198),4.926402921042949e-06,"['COL1A1', 'GREM1', 'MMP14', 'COL1A2', 'SPARC', 'MMP1', 'LUM', 'MMP3', 'SERPINE1', 'FN1', 'TIMP1', 'THBS1']",5.307470070931853,raw,8,Extracellular matrix organization ,12
extracellular structure organization (GO:0043062),1.652758488036018e-05,"['COL1A1', 'MMP14', 'COL1A2', 'SPARC', 'MMP1', 'LUM', 'MMP3', 'SERPINE1', 'FN1', 'THBS1']",4.7817906037644935,raw,8,Extracellular structure organization ,10
external encapsulating structure organization (GO:0045229),1.652758488036018e-05,"['COL1A1', 'MMP14', 'COL1A2', 'SPARC', 'MMP1', 'LUM', 'MMP3', 'SERPINE1', 'FN1', 'THBS1']",4.7817906037644935,raw,8,External encapsulating structure organization ,10
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),1.6716174394744272e-05,"['GPX1', 'IL1B', 'SERPINE1', 'HMOX1', 'THBS1', 'HSPA1B', 'HSPA1A']",4.776863106643031,raw,8,Negative regulation of extrinsic apoptotic signaling pathway ,7
supramolecular fiber organization (GO:0097435),1.8393927354606343e-05,"['COL1A1', 'GREM1', 'COL1A2', 'ACTC1', 'HSP90AB1', 'UBB', 'LUM', 'TPM2', 'UBC', 'VIM', 'B2M', 'RHOB']",4.73532553306026,raw,8,Supramolecular fiber organization ,12
PERK-mediated unfolded protein response (GO:0036499),1.8393927354606343e-05,"['CXCL8', 'HSPA5', 'DDIT3', 'ATF4']",4.73532553306026,raw,8,Perk-mediated unfolded protein response ,4
platelet degranulation (GO:0002576),1.950212103420372e-05,"['CD63', 'SPARC', 'TMSB4X', 'SERPINE1', 'FN1', 'FLNA', 'TIMP1', 'THBS1']",4.7099181525679,raw,8,Platelet degranulation ,8
regulation of cell cycle (GO:0051726),2.3446672566372823e-05,"['CXCL8', 'HSP90AB1', 'CCND1', 'DUSP1', 'CITED2', 'CALR', 'MIF', 'THBS1', 'JUNB', 'EIF4G2', 'RHOB']",4.62991878146054,raw,8,Regulation of cell cycle ,11
positive regulation of macromolecule metabolic process (GO:0010604),3.941539620070699e-05,"['GREM1', 'CD63', 'CXCL8', 'ACTC1', 'CITED2', 'IL1B', 'FN1', 'DKK1', 'HSPA1B', 'ACTG1', 'ATF4', 'HSPA1A']",4.404334103582489,raw,8,Positive regulation of macromolecule metabolic process ,12
response to UV-A (GO:0070141),4.354417620397021e-05,"['CCND1', 'MMP1', 'MMP3', 'TIMP1']",4.361069921290259,raw,8,Response to uv-a ,4
cellular response to oxygen-containing compound (GO:1901701),4.7343774368331716e-05,"['H2AZ1', 'RRAGA', 'CXCL8', 'IL1B', 'MMP3', 'SERPINE1', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2', 'ACTB']",4.324737121945651,raw,8,Cellular response to oxygen-containing compound ,11
integrated stress response signaling (GO:0140467),5.150291073117045e-05,"['CXCL8', 'HSPA5', 'DDIT3', 'ATF4']",4.288168225740097,raw,8,Integrated stress response signaling ,4
positive regulation of vasculature development (GO:1904018),5.150291073117045e-05,"['CXCL8', 'IL1B', 'SERPINE1', 'HSPB1', 'HMOX1', 'THBS1', 'RHOB']",4.288168225740097,raw,8,Positive regulation of vasculature development ,7
neutrophil degranulation (GO:0043312),5.150291073117045e-05,"['HSPA8', 'CD63', 'HSP90AB1', 'TUBB', 'CXCL1', 'MIF', 'TUBB4B', 'EEF2', 'FTH1', 'B2M', 'HSPA1B', 'FTL', 'HSPA1A']",4.288168225740097,raw,8,Neutrophil degranulation ,13
negative regulation of cellular process (GO:0048523),5.156452573712067e-05,"['CXCL8', 'DUSP1', 'CXCL1', 'MIF', 'RHOB', 'CCDC85B', 'FTH1', 'ARHGDIA', 'IL1B', 'TXNIP', 'CCN2', 'CCN1', 'HSPA1B', 'HSPA1A']",4.2876489723038755,raw,8,Negative regulation of cellular process ,14
neutrophil activation involved in immune response (GO:0002283),5.156452573712067e-05,"['HSPA8', 'CD63', 'HSP90AB1', 'TUBB', 'CXCL1', 'MIF', 'TUBB4B', 'EEF2', 'FTH1', 'B2M', 'HSPA1B', 'FTL', 'HSPA1A']",4.2876489723038755,raw,8,Neutrophil activation involved in immune response ,13
platelet aggregation (GO:0070527),5.156452573712067e-05,"['FN1', 'HSPB1', 'FLNA', 'ACTB', 'ACTG1']",4.2876489723038755,raw,8,Platelet aggregation ,5
neutrophil mediated immunity (GO:0002446),5.156452573712067e-05,"['HSPA8', 'CD63', 'HSP90AB1', 'TUBB', 'CXCL1', 'MIF', 'TUBB4B', 'EEF2', 'FTH1', 'B2M', 'HSPA1B', 'FTL', 'HSPA1A']",4.2876489723038755,raw,8,Neutrophil mediated immunity ,13
negative regulation of multicellular organismal process (GO:0051241),6.638249150764447e-05,"['RGS2', 'DDIT3', 'IL1B', 'ID1', 'ADM', 'TIMP1', 'CALR', 'DKK1', 'ATF4']",4.177946451419501,raw,8,Negative regulation of multicellular organismal process ,9
cellular response to molecule of bacterial origin (GO:0071219),8.963222324805386e-05,"['CXCL8', 'IL1B', 'SERPINE1', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2']",4.047535831152702,raw,8,Cellular response to molecule of bacterial origin ,7
positive regulation of angiogenesis (GO:0045766),9.183452381674108e-05,"['CXCL8', 'IL1B', 'SERPINE1', 'HSPB1', 'HMOX1', 'THBS1', 'RHOB']",4.0369940215824185,raw,8,Positive regulation of angiogenesis ,7
cellular response to lipopolysaccharide (GO:0071222),0.0001115537624647794,"['CXCL8', 'IL1B', 'SERPINE1', 'CXCL1', 'VIM', 'CXCL3', 'CXCL2']",3.952515777328724,raw,8,Cellular response to lipopolysaccharide ,7
homotypic cell-cell adhesion (GO:0034109),0.00011991416300238614,"['FN1', 'HSPB1', 'FLNA', 'ACTB', 'ACTG1']",3.921129519565634,raw,8,Homotypic cell-cell adhesion ,5
positive regulation of cellular process (GO:0048522),0.00012040806790381276,"['IL11', 'HSP90AB1', 'CITED2', 'FN1', 'THBS1', 'DKK1', 'GREM1', 'MMP14', 'CCND1', 'IL1B', 'CCN2', 'TIMP1', 'CALR', 'EIF4G2']",3.9193444123413443,raw,8,Positive regulation of cellular process ,14
regulation of translation (GO:0006417),0.0001335916524962091,"['HSPB1', 'VIM', 'CALR', 'EEF2', 'THBS1', 'GAPDH', 'EIF4G2', 'EIF1']",3.874220677998907,raw,8,Regulation of translation ,8
regulation of interleukin-8 production (GO:0032677),0.0001335916524962091,"['TMSB4X', 'DDIT3', 'IL1B', 'SERPINE1', 'HSPA1B', 'HSPA1A']",3.874220677998907,raw,8,Regulation of interleukin-8 production ,6
positive regulation of intracellular signal transduction (GO:1902533),0.0001335916524962091,"['IL11', 'HSP90AB1', 'FN1', 'MIF', 'THBS1', 'RRAGA', 'LGALS1', 'TCIM', 'DDIT3', 'IL1B', 'FLNA', 'HMOX1', 'GAPDH']",3.874220677998907,raw,8,Positive regulation of intracellular signal transduction ,13
regulated exocytosis (GO:0045055),0.00013363367116960305,"['CD63', 'SPARC', 'TMSB4X', 'SERPINE1', 'FN1', 'FLNA', 'TIMP1', 'THBS1']",3.8740841005376696,raw,8,Regulated exocytosis ,8
response to host defenses (GO:0052200),0.0001566142428845569,"['UBB', 'UBC', 'B2M']",3.8051687446733897,raw,8,Response to host defenses ,3
modulation by symbiont of host defense response (GO:0052031),0.0001566142428845569,"['UBB', 'UBC', 'B2M']",3.8051687446733897,raw,8,Modulation by symbiont of host defense response ,3
positive regulation of cell population proliferation (GO:0008284),0.00015858963577298368,"['GREM1', 'IL11', 'IL1B', 'S100A6', 'FN1', 'HMOX1', 'TIMP1', 'CALR', 'MIF', 'CCN1', 'THBS1', 'NES']",3.7997251983152567,raw,8,Positive regulation of cell population proliferation ,12
positive regulation of endothelial cell migration (GO:0010595),0.00016274072561536101,"['SPARC', 'TMSB4X', 'HSPB1', 'CALR', 'THBS1', 'RHOB']",3.7885037519385083,raw,8,Positive regulation of endothelial cell migration ,6
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618),0.0001699487164217923,"['UBB', 'DDIT3', 'UBC', 'HMOX1', 'ATF4', 'HSPA1A']",3.7696821111811736,raw,8,Regulation of transcription from rna polymerase ii promoter in response to stress ,6
negative regulation of signal transduction (GO:0009968),0.0002561031273910708,"['RGS2', 'MMP14', 'CXCL8', 'TCIM', 'IL1B', 'DDIT4', 'CALR', 'THBS1', 'DKK1']",3.5915851181329295,raw,8,Negative regulation of signal transduction ,9
negative regulation of cell migration (GO:0030336),0.0002561031273910708,"['CITED2', 'SERPINE1', 'HMOX1', 'TIMP1', 'CALR', 'MIF', 'RHOB']",3.5915851181329295,raw,8,Negative regulation of cell migration ,7
chaperone cofactor-dependent protein refolding (GO:0051085),0.0002561031273910708,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",3.5915851181329295,raw,8,Chaperone cofactor-dependent protein refolding ,4
regulation of angiogenesis (GO:0045765),0.0002561031273910708,"['CXCL8', 'SPARC', 'IL1B', 'SERPINE1', 'HSPB1', 'HMOX1', 'THBS1', 'RHOB']",3.5915851181329295,raw,8,Regulation of angiogenesis ,8
positive regulation of cell migration (GO:0030335),0.0002561031273910708,"['COL1A1', 'MMP14', 'HSPA5', 'IL1B', 'FN1', 'CCN1', 'PFN1', 'THBS1', 'ACTG1']",3.5915851181329295,raw,8,Positive regulation of cell migration ,9
cellular response to unfolded protein (GO:0034620),0.0002874856876080087,"['HSPA8', 'HSPA5', 'HSPA1B', 'HSPA1A']",3.5413837716616126,raw,8,Cellular response to unfolded protein ,4
ATF6-mediated unfolded protein response (GO:0036500),0.0002969972620978964,"['HSPA5', 'DDIT3', 'CALR']",3.527247554256041,raw,8,Atf6-mediated unfolded protein response ,3
