,path_name,adj_p_val,overlapping_genes,mode
8,G2/M transition of mitotic cell cycle (GO:0000086),9.895788672842221e-14,"['PLK4', 'BORA', 'TUBB', 'CEP152', 'PLK1', 'FOXM1', 'MASTL', 'CKAP5', 'CDC25B', 'AURKA', 'CCNA2', 'CCNB2', 'CCNB1', 'MELK', 'TUBA1A', 'CENPJ', 'CDK1', 'NEK2']",4
9,cell cycle G2/M phase transition (GO:0044839),1.0235632497227181e-13,"['PLK4', 'BORA', 'TUBB', 'CEP152', 'PLK1', 'FOXM1', 'MASTL', 'CKAP5', 'CDC25B', 'AURKA', 'CCNA2', 'CCNB2', 'CCNB1', 'MELK', 'TUBA1A', 'CENPJ', 'CDK1', 'NEK2']",4
10,mitotic cytokinesis (GO:0000281),1.1805043602031142e-13,"['PLK1', 'CKAP2', 'KIF23', 'CIT', 'ANLN', 'ESPL1', 'RACGAP1', 'INCENP', 'KIF4A', 'STMN1', 'KIF20A', 'ECT2', 'CEP55']",4
11,mitotic metaphase plate congression (GO:0007080),1.9286911215707028e-13,"['CDCA5', 'KIF14', 'CDCA8', 'KIF22', 'NDC80', 'CENPE', 'CCNB1', 'KIF18A', 'KIFC1', 'NUF2', 'KIF2C', 'SPDL1', 'CEP55']",4
12,regulation of cell cycle G2/M phase transition (GO:1902749),4.429595548310259e-13,"['PLK4', 'TUBB', 'CEP152', 'PLK1', 'KIF14', 'HMMR', 'CKAP5', 'AURKA', 'TPX2', 'CENPF', 'TUBA1A', 'CENPJ', 'CDK1', 'NEK2', 'GTSE1']",4
13,regulation of cell cycle process (GO:0010564),6.563658446700786e-13,"['PLK4', 'BORA', 'SPAG5', 'PLK1', 'KIF11', 'MKI67', 'KNSTRN', 'AURKB', 'AURKA', 'DBF4', 'RACGAP1', 'NEK2', 'KIF20A', 'KIF20B', 'ECT2', 'BUB1']",4
14,cytoskeleton-dependent cytokinesis (GO:0061640),7.607666061292547e-13,"['PLK1', 'CKAP2', 'KIF23', 'AURKB', 'CIT', 'ANLN', 'ESPL1', 'RACGAP1', 'INCENP', 'KIF4A', 'STMN1', 'KIF20A', 'ECT2', 'CEP55']",4
15,chromosome condensation (GO:0030261),9.704018533332758e-13,"['TOP2A', 'CCNB1', 'INCENP', 'CDCA5', 'NCAPG2', 'PLK1', 'CDK1', 'NCAPG', 'NCAPD2', 'SMC4', 'NCAPH', 'SMC2']",4
16,mitotic chromosome condensation (GO:0007076),3.42999729452682e-12,"['CCNB1', 'CDCA5', 'NCAPG2', 'PLK1', 'CDK1', 'NCAPG', 'NCAPD2', 'SMC4', 'NCAPH', 'SMC2']",4
17,spindle assembly checkpoint signaling (GO:0071173),1.110923478951335e-11,"['CDC20', 'CENPF', 'PLK1', 'BUB1B', 'TTK', 'BUB3', 'BUB1', 'ZWINT', 'MAD2L1']",4
18,mitotic spindle assembly checkpoint signaling (GO:0007094),1.110923478951335e-11,"['CDC20', 'CENPF', 'PLK1', 'BUB1B', 'TTK', 'BUB3', 'BUB1', 'ZWINT', 'MAD2L1']",4
19,mitotic spindle checkpoint signaling (GO:0071174),1.110923478951335e-11,"['CDC20', 'CENPF', 'PLK1', 'BUB1B', 'TTK', 'BUB3', 'BUB1', 'ZWINT', 'MAD2L1']",4
20,regulation of mitotic cell cycle (GO:0007346),1.1285156952443433e-11,"['BORA', 'CDKN1B', 'UBE2C', 'PLK1', 'BUB1B', 'MKI67', 'CDC25B', 'CDC20', 'CCNB1', 'UBE2S', 'CDC27', 'CDK1', 'CKS2', 'NEK2', 'BUB3', 'KIF20B', 'DLGAP5', 'MAD2L1']",4
21,negative regulation of mitotic metaphase/anaphase transition (GO:0045841),1.694448163512651e-11,"['CDC20', 'CENPF', 'PLK1', 'BUB1B', 'TTK', 'BUB3', 'BUB1', 'ZWINT', 'MAD2L1']",4
22,regulation of G2/M transition of mitotic cell cycle (GO:0010389),9.117168988512534e-11,"['PLK4', 'TUBB', 'CEP152', 'PLK1', 'KIF14', 'HMMR', 'CKAP5', 'CDC25B', 'AURKA', 'TPX2', 'CCNB1', 'CENPF', 'TUBA1A', 'CENPJ', 'CDK1', 'NEK2']",4
23,anaphase-promoting complex-dependent catabolic process (GO:0031145),9.502939259904643e-11,"['UBE2C', 'PLK1', 'BUB1B', 'AURKB', 'AURKA', 'CDC20', 'CCNB1', 'PTTG1', 'UBE2S', 'CDC27', 'CDK1', 'BUB3', 'MAD2L1']",4
24,regulation of exit from mitosis (GO:0007096),1.5841108197128933e-10,"['CDC20', 'ANLN', 'UBE2C', 'UBE2S', 'CDCA5', 'CDC27', 'BUB1B', 'NEK2', 'BUB3', 'MAD2L1']",4
25,regulation of cell cycle phase transition (GO:1901987),4.4440765459665445e-10,"['CDKN1B', 'UBE2C', 'PLK1', 'BUB1B', 'CDC20', 'CCNB1', 'DBF4', 'UBE2S', 'CDC27', 'CDK1', 'BUB3', 'GTSE1', 'MAD2L1']",4
26,regulation of cytokinesis (GO:0032465),1.6085066287819721e-09,"['PLK4', 'RACGAP1', 'PLK1', 'KIF14', 'KIF23', 'KIF20A', 'KIF20B', 'ECT2', 'AURKB', 'CDC25B', 'CIT', 'AURKA']",4
27,regulation of attachment of spindle microtubules to kinetochore (GO:0051988),6.761900981608909e-09,"['CCNB1', 'RACGAP1', 'SPAG5', 'NEK2', 'ECT2', 'KNSTRN']",4
28,protein localization to condensed chromosome (GO:1903083),2.8251713311112096e-08,"['CDK1', 'TTK', 'BUB3', 'KNL1', 'SPDL1', 'AURKB']",4
29,protein localization to kinetochore (GO:0034501),8.483041922589652e-08,"['CDK1', 'TTK', 'KNL1', 'BUB3', 'SPDL1', 'AURKB']",4
30,positive regulation of cytokinesis (GO:0032467),8.483041922589652e-08,"['RACGAP1', 'KIF14', 'KIF23', 'ECT2', 'KIF20B', 'AURKB', 'CDC25B', 'CIT']",4
31,regulation of mitotic metaphase/anaphase transition (GO:0030071),1.5828866671569438e-07,"['CENPE', 'CCNB1', 'ESPL1', 'UBE2C', 'CDC27', 'PLK1', 'DLGAP5']",4
32,microtubule polymerization or depolymerization (GO:0031109),2.0199451277696626e-07,"['KIF18A', 'KIF18B', 'CENPJ', 'STMN1', 'KIF14', 'KIF2C', 'CKAP5']",4
33,regulation of mitotic sister chromatid separation (GO:0010965),2.0199451277696626e-07,"['CENPE', 'PTTG1', 'UBE2C', 'PLK1', 'CDC27', 'TACC3']",4
34,"protein localization to chromosome, centromeric region (GO:0071459)",3.0073759270166905e-07,"['CDK1', 'TTK', 'KNL1', 'BUB3', 'SPDL1', 'AURKB']",4
35,positive regulation of cell division (GO:0051781),3.0731250172901313e-07,"['RACGAP1', 'KIF14', 'KIF23', 'ECT2', 'KIF20B', 'AURKB', 'CDC25B', 'CIT']",4
36,mitotic spindle assembly (GO:0090307),3.0731250172901313e-07,"['TPX2', 'RACGAP1', 'KIFC1', 'KIF4A', 'KIF23', 'KIF11', 'AURKB', 'MZT1']",4
37,establishment of mitotic spindle localization (GO:0040001),3.0834667235595647e-07,"['GPSM2', 'ESPL1', 'SAPCD2', 'PLK1', 'SPDL1', 'NDC80', 'MAD2L1']",4
38,microtubule depolymerization (GO:0007019),4.014797514749284e-07,"['KIF18A', 'KIF18B', 'STMN1', 'KIF14', 'KIF2C', 'CKAP5']",4
39,centromere complex assembly (GO:0034508),1.8058410371722963e-06,"['CENPE', 'CENPF', 'MIS18BP1', 'CENPI', 'HJURP', 'KNL1', 'DLGAP5']",4
40,establishment of mitotic spindle orientation (GO:0000132),2.5977734685595976e-06,"['GPSM2', 'SAPCD2', 'PLK1', 'SPDL1', 'NDC80', 'MAD2L1']",4
41,positive regulation of mitotic cell cycle phase transition (GO:1901992),2.5977734685595976e-06,"['CCNB1', 'ESPL1', 'UBE2C', 'CDCA5', 'CDC27', 'CDK1', 'DLGAP5', 'CDC25B']",4
42,kinetochore organization (GO:0051383),2.6805756802600833e-06,"['CENPE', 'CENPF', 'NUF2', 'NDC80', 'DLGAP5']",4
43,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum (GO:0006890)",4.0756498695464565e-06,"['CENPE', 'KIF18A', 'RACGAP1', 'KIF4A', 'KIF23', 'KIF2C', 'KIF11', 'KIF22', 'KIF15']",4
44,protein depolymerization (GO:0051261),6.4970400971611614e-06,"['KIF18A', 'KIF18B', 'STMN1', 'KIF14', 'KIF2C', 'CKAP5']",4
45,establishment of spindle orientation (GO:0051294),9.851922978901549e-06,"['GPSM2', 'SAPCD2', 'PLK1', 'SPDL1', 'NDC80', 'MAD2L1']",4
46,ciliary basal body-plasma membrane docking (GO:0097711),9.991174891507158e-06,"['PLK4', 'TUBA1A', 'TUBB', 'CEP152', 'CENPJ', 'PLK1', 'CDK1', 'NEK2', 'CKAP5']",4
47,antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886),1.276871966677721e-05,"['CENPE', 'KIF18A', 'RACGAP1', 'KIF4A', 'KIF23', 'KIF2C', 'KIF11', 'KIF22', 'KIF15']",4
48,mitotic spindle elongation (GO:0000022),1.3231426726396781e-05,"['RACGAP1', 'KIF4A', 'KIF23', 'AURKB']",4
49,mitotic spindle midzone assembly (GO:0051256),1.3231426726396781e-05,"['RACGAP1', 'KIF4A', 'KIF23', 'AURKB']",4
50,antigen processing and presentation of peptide antigen via MHC class II (GO:0002495),1.4279140258666716e-05,"['CENPE', 'KIF18A', 'RACGAP1', 'KIF4A', 'KIF23', 'KIF2C', 'KIF11', 'KIF22', 'KIF15']",4
51,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),1.7046391669031384e-05,"['UBE2C', 'CCNF', 'PLK1', 'KIF14', 'BUB1B', 'AURKB', 'AURKA', 'CDC20', 'CCNB1', 'PTTG1', 'UBE2S', 'CDC27', 'CDK1', 'BUB3', 'MAD2L1']",4
52,antigen processing and presentation of exogenous peptide antigen (GO:0002478),1.766674429882876e-05,"['CENPE', 'KIF18A', 'RACGAP1', 'KIF4A', 'KIF23', 'KIF2C', 'KIF11', 'KIF22', 'KIF15']",4
53,regulation of cyclin-dependent protein kinase activity (GO:1904029),1.9931341379658973e-05,"['CCNA2', 'CCNB2', 'CCNB1', 'CDKN1B', 'CCNG2', 'CCNF', 'CCNG1']",4
54,regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),3.0053710451529135e-05,"['CCNA2', 'CCNB2', 'CCNB1', 'CDKN1B', 'CCNG2', 'CCNF', 'PLK1', 'CCNG1']",4
55,regulation of ubiquitin protein ligase activity (GO:1904666),3.0493057102389373e-05,"['CDC20', 'UBE2C', 'UBE2S', 'PLK1', 'MAD2L1']",4
56,attachment of mitotic spindle microtubules to kinetochore (GO:0051315),7.55594783899189e-05,"['CENPE', 'NUF2', 'KIF2C', 'NDC80']",4
57,regulation of sister chromatid cohesion (GO:0007063),7.55594783899189e-05,"['ESPL1', 'CDCA5', 'RAD21', 'BUB1']",4
58,positive regulation of ubiquitin protein ligase activity (GO:1904668),7.55594783899189e-05,"['CDC20', 'UBE2C', 'UBE2S', 'PLK1']",4
59,mitotic nuclear membrane disassembly (GO:0007077),7.55594783899189e-05,"['CCNB2', 'CCNB1', 'PLK1', 'CDK1']",4
60,modification-dependent protein catabolic process (GO:0019941),9.829940421884735e-05,"['CDC20', 'PTTG1', 'UBE2C', 'UBE2S', 'CDC27', 'PLK1', 'BUB1B', 'BUB3', 'AURKB', 'MAD2L1', 'AURKA']",4
61,regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090266),0.0001047948929316058,"['GEN1', 'CCNB1', 'NDC80', 'MAD2L1']",4
62,nuclear membrane disassembly (GO:0051081),0.00014325535350476323,"['CCNB2', 'CCNB1', 'PLK1', 'CDK1']",4
63,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",0.00014435792461203154,"['RBL2', 'CCNB1', 'CDKN1B', 'CDK1', 'FOXM1', 'GTSE1', 'AURKA']",4
64,regulation of protein serine/threonine kinase activity (GO:0071900),0.00024606826714941663,"['CCNA2', 'CCNB2', 'CCNB1', 'CDKN1B', 'INCENP', 'CCNG2', 'CCNF', 'CCNG1']",4
65,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",0.000302526923512057,"['RBL2', 'CCNB1', 'CDKN1B', 'CDK1', 'GTSE1', 'AURKA']",4
66,regulation of mitotic nuclear division (GO:0007088),0.0003303212624460022,"['CCNB1', 'BORA', 'NEK2', 'MKI67', 'KIF20B', 'AURKA']",4
67,regulation of mitotic spindle organization (GO:0060236),0.00035755748966815096,"['GPSM2', 'TPX2', 'BORA', 'PLK1', 'TACC3']",4
68,regulation of chromosome segregation (GO:0051983),0.0003819580451092922,"['KIF2C', 'MKI67', 'BUB1', 'AURKB']",4
69,regulation of spindle organization (GO:0090224),0.0003819580451092922,"['GPSM2', 'TPX2', 'BORA', 'TACC3']",4
70,positive regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090267),0.0004672277634188362,"['GEN1', 'NDC80', 'MAD2L1']",4
71,positive regulation of spindle checkpoint (GO:0090232),0.0004672277634188362,"['GEN1', 'NDC80', 'MAD2L1']",4
72,histone exchange (GO:0043486),0.0005026081543594189,"['MIS18BP1', 'CENPI', 'HJURP', 'ANP32E', 'KNL1']",4
73,protein phosphorylation (GO:0006468),0.0005556710393594602,"['PLK4', 'CDK19', 'PLK1', 'TTK', 'MASTL', 'AURKB', 'CIT', 'CDC25B', 'AURKA', 'CCNA2', 'MELK', 'INCENP', 'CDK1', 'BIRC5', 'NEK2', 'PDK1']",4
74,regulation of nuclear division (GO:0051783),0.0005556710393594602,"['BORA', 'NEK2', 'MKI67', 'KIF20B']",4
75,regulation of cell cycle (GO:0051726),0.000602645856172203,"['CCNB2', 'CENPF', 'CCNB1', 'CDKN1B', 'PLK1', 'CKS2', 'BIRC5', 'KIF20B', 'MASTL', 'FOXM1', 'PRR11', 'DLGAP5']",4
76,mitotic G1 DNA damage checkpoint signaling (GO:0031571),0.0006122618032092251,"['RBL2', 'CCNB1', 'CDKN1B', 'CDK1', 'GTSE1', 'AURKA']",4
77,regulation of metaphase/anaphase transition of cell cycle (GO:1902099),0.0006678488698993752,"['CENPE', 'UBE2C', 'PLK1']",4
78,regulation of protein localization to cell cortex (GO:1904776),0.0006678488698993752,"['GPSM2', 'SAPCD2', 'PLK1']",4
79,meiotic sister chromatid cohesion (GO:0051177),0.0006678488698993752,"['SGO2', 'BUB1B', 'BUB1']",4
80,cellular response to decreased oxygen levels (GO:0036294),0.0008171905342689354,"['BNIP3L', 'FAM162A', 'BNIP3', 'HILPDA', 'HP1BP3', 'PGK1']",4
81,mitotic cell cycle checkpoint signaling (GO:0007093),0.0009073118505448396,"['BUB1B', 'BUB1', 'AURKB', 'ZWINT']",4
82,kinetochore assembly (GO:0051382),0.000958450222448307,"['CENPE', 'CENPF', 'DLGAP5']",4
83,regulation of cell division (GO:0051302),0.0013421849112898103,"['PLK4', 'KIF18B', 'PLK1', 'KIF20A', 'AURKB', 'AURKA']",4
84,DNA metabolic process (GO:0006259),0.0013421849112898103,"['TOP2A', 'GEN1', 'POLQ', 'DBF4', 'RAD21', 'CDK1', 'HMGB2', 'HMGB3', 'KPNA2', 'POLH', 'TICRR']",4
85,negative regulation of mitotic cell cycle (GO:0045930),0.0013421849112898103,"['CDKN1B', 'BUB1B', 'BUB1', 'ZWINT', 'MAD2L1']",4
86,regulation of microtubule polymerization or depolymerization (GO:0031110),0.0019015185812689978,"['STMN1', 'SKA3', 'SKA1', 'SKA2']",4
87,protein K11-linked ubiquitination (GO:0070979),0.002163719494651592,"['UBE2C', 'UBE2S', 'RNF26', 'CDC27']",4
88,cell cycle checkpoint signaling (GO:0000075),0.0022150093326949063,"['BUB1B', 'BUB1', 'ZWINT']",4
89,positive regulation of metaphase/anaphase transition of cell cycle (GO:1902101),0.0022150093326949063,"['ESPL1', 'CDC27', 'DLGAP5']",4
90,positive regulation of mitotic metaphase/anaphase transition (GO:0045842),0.0022150093326949063,"['ESPL1', 'CDC27', 'DLGAP5']",4
91,positive regulation of mitotic sister chromatid separation (GO:1901970),0.0022150093326949063,"['ESPL1', 'CDC27', 'DLGAP5']",4
92,DNA repair (GO:0006281),0.0022946410556798254,"['FANCI', 'FAM111A', 'POLQ', 'FANCD2', 'CDCA5', 'RAD21', 'CDK1', 'KPNA2', 'POLH', 'RHNO1', 'TICRR']",4
93,CENP-A containing chromatin organization (GO:0061641),0.0022946410556798254,"['MIS18BP1', 'CENPI', 'HJURP', 'KNL1']",4
94,CENP-A containing nucleosome assembly (GO:0034080),0.0022946410556798254,"['MIS18BP1', 'CENPI', 'HJURP', 'KNL1']",4
95,ubiquitin-dependent protein catabolic process (GO:0006511),0.002560191234383966,"['CDC20', 'PTTG1', 'UBE2C', 'UBE2S', 'CDC27', 'PLK1', 'KIF14', 'BUB1B', 'BUB3', 'AURKB', 'MAD2L1', 'AURKA']",4
96,positive regulation of ubiquitin-protein transferase activity (GO:0051443),0.002560191234383966,"['CDC20', 'UBE2C', 'UBE2S', 'PLK1']",4
97,regulation of centrosome duplication (GO:0010824),0.002844525036757437,"['GEN1', 'STIL', 'CENPJ', 'CCNF']",4
98,chromatin remodeling at centromere (GO:0031055),0.002844525036757437,"['MIS18BP1', 'CENPI', 'HJURP', 'KNL1']",4
99,positive regulation of mitotic nuclear division (GO:0045840),0.004471190741832001,"['ESPL1', 'CDC27', 'DLGAP5', 'AURKA']",4
100,regulation of intracellular signal transduction (GO:1902531),0.004741195016155332,"['ARHGAP11A', 'ARHGAP19', 'ARHGAP18', 'AURKB', 'AURKA', 'TPX2', 'DEPDC1B', 'RACGAP1', 'CCNG1', 'CDK1', 'ECT2', 'FAM83D', 'RHNO1']",4
101,regulation of microtubule cytoskeleton organization (GO:0070507),0.0048766865497113215,"['STMN1', 'SKA3', 'SKA1', 'SKA2']",4
102,regulation of small GTPase mediated signal transduction (GO:0051056),0.005367412317663388,"['ARHGAP11A', 'DEPDC1B', 'RACGAP1', 'ARHGAP19', 'ARHGAP18', 'ECT2', 'FOXM1']",4
103,positive regulation of protein localization to nucleus (GO:1900182),0.005749378299253951,"['CDH1', 'PLK1', 'CDK1', 'ECT2', 'GTSE1']",4
104,DNA recombination (GO:0006310),0.005753757947183091,"['GEN1', 'RAD21', 'HMGB3', 'RHNO1']",4
105,DNA replication-independent nucleosome assembly (GO:0006336),0.005753757947183091,"['MIS18BP1', 'CENPI', 'HJURP', 'KNL1']",4
106,DNA conformation change (GO:0071103),0.00675817606267113,"['TOP2A', 'HMGB2', 'HMGB3']",4
107,phosphorylation (GO:0016310),0.006778060911631719,"['PLK4', 'CDK19', 'MELK', 'PLK1', 'CDK1', 'PGK1', 'BIRC5', 'NEK2', 'AURKB', 'PDK1', 'CDC25B', 'AURKA']",4
108,DNA replication (GO:0006260),0.007026195266292872,"['PIF1', 'FAM111A', 'DBF4', 'CDK1', 'RHNO1', 'TICRR']",4
109,regulation of centriole replication (GO:0046599),0.0077491911911143395,"['PLK4', 'STIL', 'CENPJ']",4
110,de novo centriole assembly (GO:0097742),0.008675624113850982,"['PLK4', 'CEP152']",4
111,de novo centriole assembly involved in multi-ciliated epithelial cell differentiation (GO:0098535),0.008675624113850982,"['PLK4', 'CEP152']",4
112,microtubule nucleation by microtubule organizing center (GO:0051418),0.008675624113850982,"['CENPJ', 'MZT1']",4
113,positive regulation of G2/M transition of mitotic cell cycle (GO:0010971),0.00873230568398033,"['CCNB1', 'CDK1', 'CDC25B']",4
114,regulation of DNA metabolic process (GO:0051052),0.009938657353981048,"['PIF1', 'KPNA2', 'POLH', 'TICRR']",4
115,neuron apoptotic process (GO:0051402),0.009938657353981048,"['FAM162A', 'BNIP3', 'CIT']",4
0,regulation of mitotic cell cycle phase transition (GO:1901990),1.0493489488934719e-07,"['PLK4', 'UBE2C', 'CEP152', 'CCP110', 'HMMR', 'AURKA', 'PSMB9', 'CENPF', 'PSMC3', 'PSMD5', 'CDK1', 'NEK2', 'FBXO5', 'ANAPC1', 'CEP78', 'MAD2L1']",5
1,mitotic cell cycle phase transition (GO:0044772),2.498360899743571e-07,"['PLK4', 'BORA', 'CUL5', 'UBE2C', 'CEP152', 'CCNF', 'CCP110', 'PHF8', 'AURKA', 'CCNB2', 'CDK1', 'NEK2', 'CACUL1', 'ANAPC1', 'CEP78', 'CUL4B']",5
2,microtubule cytoskeleton organization involved in mitosis (GO:1902850),2.498360899743571e-07,"['GPSM2', 'SUN2', 'TTK', 'KIF11', 'SKA1', 'AURKB', 'AURKA', 'CENPC', 'SGO2', 'CENPF', 'INCENP', 'BIRC5', 'MAD2L1']",5
3,regulation of G2/M transition of mitotic cell cycle (GO:0010389),1.2319243219809885e-06,"['PLK4', 'CEP152', 'CCP110', 'HMMR', 'AURKA', 'PSMB9', 'CENPF', 'PSMC3', 'PSMD5', 'CDK1', 'NEK2', 'FBXO5', 'CEP78']",5
4,mitotic spindle organization (GO:0007052),1.8659652232558596e-06,"['GPSM2', 'SUN2', 'TTK', 'KIF11', 'SKA1', 'AURKB', 'AURKA', 'CENPC', 'SGO2', 'CENPF', 'INCENP', 'BIRC5', 'MAD2L1']",5
5,regulation of cell cycle process (GO:0010564),2.202015138797814e-06,"['PLK4', 'RMI2', 'BORA', 'CCP110', 'NEK2', 'FBXO5', 'KIF20A', 'KIF11', 'KIF20B', 'AURKB', 'AURKA']",5
6,anaphase-promoting complex-dependent catabolic process (GO:0031145),2.3325481399908544e-06,"['PSMC3', 'PSMD5', 'UBE2C', 'CDK1', 'FBXO5', 'ANAPC1', 'AURKB', 'AURKA', 'PSMB9', 'MAD2L1']",5
7,regulation of cell cycle G2/M phase transition (GO:1902749),2.3325481399908544e-06,"['PLK4', 'CENPF', 'CEP152', 'CDK1', 'CCP110', 'NEK2', 'HMMR', 'GTSE1', 'AURKA', 'CEP78']",5
8,chromosome condensation (GO:0030261),4.714363635292036e-05,"['TOP2A', 'INCENP', 'CDK1', 'NCAPG', 'NCAPD2', 'SMC4', 'PHF8']",5
9,regulation of cell cycle phase transition (GO:1901987),6.695677812118394e-05,"['PSMC3', 'PSMD5', 'UBE2C', 'CDK1', 'FBXO5', 'GTSE1', 'ANAPC1', 'PSMB9', 'MAD2L1']",5
10,regulation of mitotic cell cycle (GO:0007346),0.00023617556865865487,"['BORA', 'PSMC3', 'PSMD5', 'UBE2C', 'CDK1', 'NEK2', 'FBXO5', 'KIF20B', 'ANAPC1', 'PSMB9', 'MAD2L1']",5
11,regulation of cytokinesis (GO:0032465),0.00023617556865865487,"['PLK4', 'VPS4A', 'CCP110', 'KIF20A', 'KIF20B', 'AURKB', 'CIT', 'AURKA']",5
12,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),0.0005060148458333775,"['CUL5', 'UBE2C', 'CCNF', 'AURKB', 'PSMB9', 'AURKA', 'PSMC3', 'PSMD5', 'SPOP', 'CDK1', 'FBXO5', 'ANAPC1', 'MAD2L1', 'CUL4B']",5
13,mitotic chromosome condensation (GO:0007076),0.0006179990118437685,"['CDK1', 'NCAPG', 'NCAPD2', 'SMC4', 'PHF8']",5
14,G2/M transition of mitotic cell cycle (GO:0000086),0.0006179990118437685,"['PLK4', 'CCNB2', 'BORA', 'CEP152', 'CDK1', 'CCP110', 'NEK2', 'CEP78', 'AURKA']",5
15,cell cycle G2/M phase transition (GO:0044839),0.0006179990118437685,"['PLK4', 'CCNB2', 'BORA', 'CEP152', 'CDK1', 'CCP110', 'NEK2', 'CEP78', 'AURKA']",5
16,mitotic sister chromatid segregation (GO:0000070),0.0007193553480566921,"['SGO2', 'CHMP2B', 'VPS4A', 'CDK1', 'NCAPG', 'NCAPD2', 'SMC4', 'PHF8']",5
17,cellular response to DNA damage stimulus (GO:0006974),0.0009757699162078854,"['BARD1', 'TOP2A', 'POLQ', 'RMI2', 'NCOA6', 'FANCL', 'USP28', 'WRN', 'SLFN11', 'SLX4', 'RNF169', 'OARD1', 'CDK1', 'CUL4B']",5
18,"protein localization to chromosome, centromeric region (GO:0071459)",0.0015728984167536326,"['CDK1', 'TTK', 'CTCF', 'AURKB']",5
19,regulation of nuclear division (GO:0051783),0.002829696515288225,"['BORA', 'NEK2', 'FBXO5', 'KIF20B']",5
20,mitotic cytokinetic process (GO:1902410),0.002829696515288225,"['VPS4A', 'CHMP2B', 'CNTROB', 'KIF20A']",5
21,negative regulation of G2/M transition of mitotic cell cycle (GO:0010972),0.003312229913271225,"['PSMC3', 'PSMD5', 'VPS4A', 'AURKB', 'AURKA', 'PSMB9']",5
22,telomeric D-loop disassembly (GO:0061820),0.003312229913271225,"['WRN', 'SLX4', 'POT1']",5
23,negative regulation of mitotic metaphase/anaphase transition (GO:0045841),0.003680147651377293,"['CENPF', 'TTK', 'FBXO5', 'MAD2L1']",5
24,positive regulation of cell cycle process (GO:0090068),0.004012840897431553,"['PLK4', 'GPSM2', 'KIF20B', 'AURKB', 'CIT', 'AURKA', 'MAD2L1']",5
25,cytoskeleton-dependent cytokinesis (GO:0061640),0.004615143544774426,"['INCENP', 'VPS4A', 'CKAP2', 'KIF20A', 'AURKB', 'CIT']",5
26,telomeric loop disassembly (GO:0090657),0.005878044921731828,"['WRN', 'SLX4', 'POT1']",5
27,nucleus organization (GO:0006997),0.005878044921731828,"['NDC1', 'SUN2', 'VPS4A', 'CHMP2B', 'NUP54']",5
28,mitotic cytokinesis (GO:0000281),0.0062693634108883485,"['INCENP', 'CKAP2', 'KIF20A', 'CNTROB', 'CIT']",5
29,mitotic nuclear membrane organization (GO:0101024),0.007108959026725882,"['NDC1', 'CCNB2', 'VPS4A', 'CHMP2B', 'CDK1']",5
30,mitotic nuclear membrane reassembly (GO:0007084),0.007108959026725882,"['NDC1', 'CCNB2', 'VPS4A', 'CHMP2B', 'CDK1']",5
31,regulation of telomere maintenance via telomerase (GO:0032210),0.007558098311871549,"['XRN1', 'POT1', 'NEK2', 'MAP2K7', 'AURKB']",5
32,nuclear membrane reassembly (GO:0031468),0.008546033666525187,"['NDC1', 'CCNB2', 'VPS4A', 'CHMP2B', 'CDK1']",5
33,protein localization to condensed chromosome (GO:1903083),0.008546033666525187,"['CDK1', 'TTK', 'AURKB']",5
0,microtubule cytoskeleton organization involved in mitosis (GO:1902850),3.023828614489946e-09,"['ERCC6L', 'ZWILCH', 'CDCA8', 'KNL1', 'KIF11', 'NDC80', 'ZWINT', 'SKA2', 'AURKA', 'KIF4A', 'NUF2', 'BIRC5', 'SPDL1', 'BUB3', 'DLGAP5']",6
1,mitotic spindle organization (GO:0007052),3.023828614489946e-09,"['ERCC6L', 'ZWILCH', 'CDCA8', 'KNL1', 'KIF11', 'NDC80', 'ZWINT', 'SKA2', 'AURKA', 'TPX2', 'KIF4A', 'NUF2', 'BIRC5', 'SPDL1', 'BUB3', 'DLGAP5']",6
2,"mRNA splicing, via spliceosome (GO:0000398)",5.0118842903666715e-05,"['HSPA8', 'PPIL1', 'NCBP1', 'DDX46', 'DHX9', 'SRSF1', 'HNRNPR', 'LSM5', 'CCAR1', 'HNRNPM', 'SNRPD1', 'STRAP', 'SNRPE', 'SNRPB2', 'SNRPF']",6
3,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",8.014392765868076e-05,"['HSPA8', 'PPIL1', 'NCBP1', 'DDX46', 'DHX9', 'SRSF1', 'HNRNPR', 'LSM5', 'CCAR1', 'HNRNPM', 'SNRPD1', 'SNRPE', 'SNRPB2', 'SNRPF']",6
4,regulation of mitotic cell cycle phase transition (GO:1901990),0.00011327114809288363,"['TPX2', 'PSMD12', 'HSP90AA1', 'PSMA3', 'UBE2C', 'UBE2S', 'PSME3', 'KIF14', 'PSMD1', 'BUB3', 'CEP78', 'AURKA']",6
